chembl_id	smiles	mw	qed	logp	tpsa	hbd	hba	max_phase	mw_calc	logp_calc	qed_calc	bbb
CHEMBL2093999	C[C@]12CCC(=NOCCN)C[C@@H]1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	360.50	0.62		81.75	1	5	2.0	360.5	3.109	0.619	1
CHEMBL2095211	C[C@H]1CNCCc2ccc(Cl)cc21.Cl	232.15	0.67		12.03	1	1	4.0	232.15	3.011	0.725	1
CHEMBL2095223	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O	417.96	0.76		28.16	1	3	3.0	417.96	4.158	0.554	0
CHEMBL2096642	CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O	277.28	0.70		71.77	2	3	4.0	277.28	0.471	0.631	0
CHEMBL2103745	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2.O	333.43	0.80		90.35	2	4	3.0	333.43	0.333	0.756	0
CHEMBL2103767	C[C@H](CCc1ccc(O)cc1)NC[C@H](O)c1ccc(O)cc1	301.39	0.63		72.72	4	4	2.0	301.39	2.742	0.634	0
CHEMBL2103768	CN(C(=O)C(Cl)Cl)c1ccc(O)cc1	234.08	0.80		40.54	1	2	2.0	234.08	2.159	0.796	1
CHEMBL2103770	CNCC(OC)c1cccc(C(F)(F)F)c1	233.23	0.86		21.26	1	2	2.0	233.23	2.612	0.863	1
CHEMBL2103772	CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1	385.49	0.67		72.47	1	5	3.0	385.49	2.985	0.672	1
CHEMBL2103774	C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C	312.45	0.54		37.30	1	2	3.0	312.45	3.883	0.544	1
CHEMBL2103775	CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O	406.50	0.68		103.78	2	5	2.0	406.5	1.705	0.681	0
CHEMBL2103778	Cc1nccn1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O	319.41	0.72		39.82	0	4	2.0	319.41	3.538	0.725	1
CHEMBL2103779	CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1.O	284.70	0.80		73.80	2	3	2.0	284.7	0.465	0.782	0
CHEMBL2103790	COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1	416.48	0.56		102.42	2	6	2.0	416.48	1.078	0.565	0
CHEMBL2103791	CCCc1c(Cn2ccnc2-c2ncccc2F)ncn2nc(C)nc12	351.39	0.55		73.79	0	7	2.0	351.39	2.831	0.553	1
CHEMBL2103805	CN1C(=O)[C@]23C[C@H]4C(C)(C)[C@]5(CNc6c5ccc5c6OC=CC(C)(C)O5)C[C@@]41CN2CC[C@@]3(C)O	479.62	0.60		74.27	2	6	2.0	479.62	3.27	0.595	1
CHEMBL2103807	CC(C)Cn1cnc2c(N)nc3cccnc3c21	241.30	0.75		69.62	1	5	2.0	241.3	2.218	0.746	1
CHEMBL2103808	CC(C)Cn1cnc2c(N)nc3cccnc3c21.CCS(=O)(=O)O.O	369.45	0.75		69.62	1	5	2.0	369.45	1.287	0.659	0
CHEMBL2103821	O=c1ncc(I)cn1[C@H]1C[C@H](O)[C@@H](CO)O1	338.10	0.71		84.58	2	6	2.0	338.1	-0.511	0.71	0
CHEMBL2103822	CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2	245.32	0.88		38.33	1	2	4.0	245.32	2.251	0.883	1
CHEMBL2103823	O=C([N-]S(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl.[Na+]	437.10	0.83		63.24	1	4	3.0	437.1	1.724	0.688	1
CHEMBL2103824	CC(=O)NCCOC(=O)[C@H](Oc1cccc(C(F)(F)F)c1)c1ccc(Cl)cc1	415.80	0.54		64.63	1	4	2.0	415.8	4.158	0.545	0
CHEMBL2103829	CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1	233.35	0.87		23.47	1	2	2.0	233.36	3.228	0.866	1
CHEMBL2103832	CN1CCN(c2cccc3[nH]c(=O)oc23)CC1	233.27	0.79		52.48	1	4	3.0	233.27	0.873	0.794	0
CHEMBL2103836	CCC[C@@H](C)C[C@H](N)CC(=O)O	173.26	0.64		63.32	2	2	3.0	173.26	1.615	0.641	1
CHEMBL2103837	O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1	308.12	0.76		63.33	1	3	4.0	308.12	4.5	0.757	0
CHEMBL2103846	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C	433.59	0.73		57.61	1	4	3.0	433.59	4.972	0.731	0
CHEMBL2103848	Cc1cccc([C@H](C)c2ncc[nH]2)c1C	200.28	0.79		28.68	1	1	2.0	200.28	3.178	0.792	1
CHEMBL2103852	COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC	417.26	0.66		129.54	3	7	2.0	417.26	2.849	0.655	0
CHEMBL2103857	COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1	339.41	0.85		59.95	2	5	3.0	339.41	1.523	0.852	1
CHEMBL2103859	CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1	431.55	0.50		87.07	2	5	2.0	431.55	4.772	0.5	0
CHEMBL2103862	O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CC2)CC1	329.44	0.84		36.02	0	4	2.0	329.44	1.439	0.837	1
CHEMBL2103869	O=C(O)[C@@H]1C[C@H]2C[C@@H](Oc3cccc(Cl)c3-c3nnn[nH]3)CC[C@H]2CN1	377.83	0.75		113.02	3	6	2.0	377.83	2.13	0.747	0
CHEMBL2103870	Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1	452.41	0.58		97.75	2	5	4.0	452.41	4.747	0.58	0
CHEMBL2103874	CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1	337.45	0.86		90.98	2	5	2.0	337.45	1.454	0.862	0
CHEMBL2103877	C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1	348.40	0.84		54.18	1	5	4.0	348.4	2.485	0.844	1
CHEMBL2103878	NC(=O)c1ccc(Oc2ccc(CNCCC3CCOCC3)cc2F)nc1	373.43	0.69		86.47	2	5	2.0	373.43	3.018	0.695	1
CHEMBL2103879	CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O	364.41	0.52		96.07	3	6	3.0	364.41	3.254	0.52	0
CHEMBL2103881	CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C	167.30	0.63		12.03	1	1	3.0	167.3	2.421	0.632	1
CHEMBL2103882	O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12	369.42	0.53		66.89	2	3	3.0	369.42	3.593	0.53	1
CHEMBL2103894	CC(C)CCCC(C)CCCC(C)(O)CC(=O)O	258.40	0.63		57.53	2	2	2.0	258.4	3.845	0.626	1
CHEMBL2103914	O=c1[nH]sc2cc(Cl)ccc12	185.63	0.67		32.86	1	2	2.0	185.63	2.243	0.671	1
CHEMBL2103925	CC(C)CCCC(C)NC(C)C	171.33	0.65		12.03	1	1	2.0	171.33	3.199	0.647	1
CHEMBL2103933	O=C(NCc1ccccc1)OCCO	195.22	0.75		58.56	2	3	2.0	195.22	0.905	0.75	0
CHEMBL2103937	CC(C)N1CCNC1=S	144.24	0.54		15.27	1	1	2.0	144.24	0.585	0.542	0
CHEMBL2103943	OCC1(CO)COC(C(Cl)(Cl)Cl)OC1	265.52	0.72		58.92	2	4	2.0	265.52	0.7	0.722	0
CHEMBL2103949	CC(C(=O)O)c1nc(-c2ccc(Br)cc2)cs1	312.19	0.94		50.19	1	3	2.0	312.19	3.761	0.939	1
CHEMBL2103954	CCOc1c(N2CCOCC2)cnn(C)c1=O	239.27	0.74		56.59	0	6	2.0	239.27	0.016	0.744	0
CHEMBL2103958	c1cc(CNCc2ccncc2)ccn1	199.26	0.82		37.81	1	3	2.0	199.26	1.766	0.815	1
CHEMBL2103967	CCC(Br)(C(N)=O)C(C)C	208.10	0.70		43.09	1	1	2.0	208.1	1.671	0.704	1
CHEMBL2103973	Nc1ccc(S(=O)(=O)N2CC3CCC(CC3)C2)cc1	280.39	0.84		63.40	1	3	2.0	280.39	2.08	0.844	1
CHEMBL2103981	OCc1ccccn1	109.13	0.57		33.12	1	2	2.0	109.13	0.574	0.572	0
CHEMBL2103989	C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC	310.83	0.71		41.57	1	3	2.0	310.83	2.976	0.713	1
CHEMBL2103990	Cn1cnc2c(OCc3ccccc3Cl)nccc21	273.72	0.74		39.94	0	4	2.0	273.72	3.201	0.736	1
CHEMBL2103991	Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O	395.44	0.71		90.29	1	7	3.0	395.44	2.407	0.714	0
CHEMBL2103992	C[C@]12CCC(=O)C=C1C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	288.43	0.73		37.30	1	2	2.0	288.43	3.879	0.734	1
CHEMBL2103993	CC(Oc1cccc(C(=O)c2ccccc2)c1)C(=O)O	270.28	0.85		63.60	1	3	2.0	270.28	2.769	0.848	1
CHEMBL2103994	CC(=O)Nc1cccc2c(=O)n(C)c3ccccc3c(=O)c12	294.31	0.75		68.17	1	4	2.0	294.31	2.01	0.746	1
CHEMBL2103995	C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1	287.40	0.61		29.54	0	3	2.0	287.4	3.363	0.614	1
CHEMBL2103997	N#Cc1ccc(S[C@@H]2SC[C@@H](O)[C@H](O)[C@H]2O)cc1	283.37	0.74		84.48	3	6	2.0	283.37	0.806	0.745	0
CHEMBL2104000	COc1cc(C(=O)/C=C/C(=O)O)cc(OC)c1OC	266.25	0.62		82.06	1	5	2.0	266.25	1.536	0.621	1
CHEMBL2104003	CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	401.90	0.72		118.36	3	5	2.0	401.9	1.821	0.724	0
CHEMBL2104006	CNC[C@@H]1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1	346.81	0.87		50.80	1	4	2.0	346.81	3.464	0.87	1
CHEMBL2104007	CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21	315.80	0.94		35.58	1	3	2.0	315.8	3.605	0.94	1
CHEMBL2104009	CCCc1cc2c(O)c(C(=O)OC)cnc2cc1N(CC)CC	316.40	0.83		62.66	1	5	2.0	316.4	3.526	0.826	1
CHEMBL2104011	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	390.91	0.66		60.44	0	4	2.0	390.91	4.362	0.657	0
CHEMBL2104012	COC(=O)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1C	369.81	0.67		135.87	2	7	2.0	369.81	-0.468	0.672	0
CHEMBL2104014	O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1	243.26	0.70		63.24	1	3	2.0	243.26	1.337	0.699	1
CHEMBL2104017	CNCCC1=Cc2ccccc2N(C)c2ccccc21	264.37	0.90		15.27	1	2	2.0	264.37	3.918	0.904	1
CHEMBL2104019	C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@@]3(C)CC(=O)[C@@H]12	348.48	0.80		74.60	2	4	2.0	348.48	2.747	0.805	1
CHEMBL2104020	CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O	271.27	0.59		127.59	3	5	2.0	271.27	0.014	0.586	0
CHEMBL2104021	O=C1CCC(c2ccc(NC(=O)CCN3CCC(c4ccccc4)CC3)cc2)=NN1	404.51	0.77		73.80	2	4	2.0	404.51	3.509	0.774	1
CHEMBL2104022	CC(=O)OCOC(=O)c1cscc1Nc1cccc(C)c1Cl	339.80	0.66		64.63	1	6	2.0	339.8	4.131	0.655	0
CHEMBL2104023	C[C@H](NCCC(=O)C1CCCCC1)[C@H](O)c1ccccc1	289.42	0.81		49.33	2	3	2.0	289.42	3.238	0.81	1
CHEMBL2104025	CCN(CC)CCOc1c2occc2c(O)c2c(=O)cc(C)oc12	331.37	0.75		76.05	1	6	2.0	331.37	3.274	0.747	1
CHEMBL2104026	CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12	283.33	0.72		78.33	1	6	2.0	283.34	1.952	0.724	1
CHEMBL2104027	CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC	275.39	0.79		29.54	0	3	2.0	275.39	3.197	0.79	1
CHEMBL2104031	CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1	437.54	0.54		67.03	1	6	2.0	437.54	3.727	0.542	1
CHEMBL2104032	CCOC(=O)NC(O)C(Cl)(Cl)Cl	236.48	0.56		58.56	2	3	2.0	236.48	1.421	0.563	1
CHEMBL2104035	O=c1nc2cccccc-2n1Cc1ccccc1	236.27	0.68		34.89	0	3	2.0	236.27	2.396	0.684	1
CHEMBL2104036	C=CCn1c(N)cc(=O)n(CC)c1=O	195.22	0.68		70.02	1	5	2.0	195.22	-0.202	0.679	0
CHEMBL2104037	O=C(O)CN(CC(=O)O)CC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1	404.81	0.55		124.01	3	5	2.0	404.81	1.981	0.546	0
CHEMBL2104038	CC(C)OC(=O)OC1CCCCC1	186.25	0.62		35.53	0	3	3.0	186.25	2.881	0.622	1
CHEMBL2104039	CCN(CC)CCN(CC)CCOC(=O)c1ccc(N)cc1	307.44	0.53		58.80	1	5	2.0	307.44	2.089	0.53	1
CHEMBL2104040	COc1cc(/C=C/C(=O)O)ccc1OCCO	238.24	0.73		75.99	2	4	2.0	238.24	1.164	0.727	1
CHEMBL2104042	O=C(O)[C@@H]1CCCC[C@@]1(O)c1ccccc1	220.27	0.80		57.53	2	2	2.0	220.27	2.149	0.802	1
CHEMBL2104043	C[C@@H](S)C(=O)NCC(=O)N1CSC[C@@H]1C(=O)O	278.36	0.60		86.71	3	5	2.0	278.36	-0.593	0.598	0
CHEMBL2104046	CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1	330.26	0.84		35.58	1	3	2.0	330.26	2.642	0.843	1
CHEMBL2104047	C[C@H](N)C(=O)c1ccccc1	149.19	0.64		43.09	1	2	2.0	149.19	1.217	0.642	1
CHEMBL2104051	COc1ccc2c(C)c(C(C)=O)c(C)nc2c1	229.28	0.74		39.19	0	3	2.0	229.28	3.063	0.743	1
CHEMBL2104052	C[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12	284.40	0.78		37.30	1	2	2.0	284.4	4.063	0.78	0
CHEMBL2104053	O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2	363.89	0.59		47.56	1	4	2.0	363.89	3.82	0.591	1
CHEMBL2104054	CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2	326.47	0.77		23.55	0	4	2.0	326.46	4.442	0.775	0
CHEMBL2104056	Cn1c(=O)c2c(ncn2CC(=O)OCC(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O	420.85	0.56		97.35	0	9	2.0	420.85	1.488	0.56	0
CHEMBL2104057	Nc1cccc(-n2ccccc2=O)c1	186.21	0.68		48.02	1	3	2.0	186.21	1.42	0.685	1
CHEMBL2104058	COC(=O)Nc1cc(N2CC=CCC2)nc2nc(=O)on12	291.27	0.81		101.97	1	8	2.0	291.27	0.627	0.809	0
CHEMBL2104063	CCCCCc1ccc(CC(C)NC)cc1	219.37	0.69		12.03	1	1	2.0	219.37	3.57	0.691	1
CHEMBL2104064	CC(Cc1ccccc1)NC(C#N)c1ccccc1	250.35	0.88		35.82	1	2	2.0	250.34	3.472	0.882	1
CHEMBL2104070	Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2	342.23	0.62		30.18	0	3	2.0	342.23	4.839	0.622	0
CHEMBL2104071	CC(C(=O)O)c1ccc(Nc2ccccc2C(=O)O)cc1	285.30	0.78		86.63	3	3	2.0	285.3	3.317	0.784	1
CHEMBL2104073	c1ccc2c3c([nH]c2c1)C12CCCCC1C(C3)N(CC1CC1)CC2	320.48	0.85		19.03	1	1	2.0	320.48	4.636	0.854	0
CHEMBL2104075	CCC(C)(C)NCC(O)COc1cc(CCC(=O)c2ccc(C)cc2)ccc1OC	413.56	0.51		67.79	2	5	2.0	413.56	4.337	0.507	0
CHEMBL2104077	CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F	401.87	0.66		64.41	0	4	2.0	401.87	3.907	0.66	1
CHEMBL2104078	Cc1ccccc1NC(=O)C(C)N1CCCC1	232.33	0.87		32.34	1	2	2.0	232.33	2.418	0.868	1
CHEMBL2104080	CC(C)CCOC(CN1CCCC1)c1ccccc1	261.41	0.74		12.47	0	2	2.0	261.41	3.886	0.738	1
CHEMBL2104081	CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1	283.42	0.89		23.47	1	2	2.0	283.42	4.135	0.891	0
CHEMBL2104085	Cc1ccc(C2CC2)c(OCC2=NCCN2)c1	230.31	0.86		33.62	1	3	2.0	230.31	2.253	0.86	1
CHEMBL2104087	C=CCOc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC2CC=CCC2)CC1	403.95	0.53		67.59	2	4	2.0	403.95	4.038	0.532	0
CHEMBL2104092	COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1	338.36	0.81		71.79	0	5	2.0	338.36	3.109	0.809	1
CHEMBL2104093	Clc1ccc(CC2CCC3CCCCN3C2)cc1	263.81	0.77		3.24	0	1	2.0	263.81	4.147	0.775	0
CHEMBL2104094	OC(c1ccc(Cl)cc1)c1cc2ccccc2o1	258.70	0.75		33.37	1	2	2.0	258.7	4.168	0.748	0
CHEMBL2104096	Clc1ccc(CC2=NCCN2)c2ccccc12	244.72	0.86		24.39	1	2	2.0	244.72	3.037	0.863	1
CHEMBL2104097	O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12	221.64	0.73		46.17	1	2	2.0	221.64	1.254	0.726	1
CHEMBL2104100	COc1nc(C)ccc1CN1CC1C#N	203.25	0.69		48.92	0	4	2.0	203.24	1.106	0.69	1
CHEMBL2104103	NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1	481.08	0.65		52.81	1	4	2.0	481.08	4.773	0.646	0
CHEMBL2104104	C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CCCC[C@@H]4[C@H]3CC[C@@]21C	284.44	0.52		20.23	1	1	2.0	284.44	4.314	0.519	0
CHEMBL2104105	CCC(CCCCC1CCC2CC(=O)CC12)OC	252.40	0.64		26.30	0	2	2.0	252.4	3.977	0.641	1
CHEMBL2104109	CCN(CC)CCN(CC)CC(=O)Nc1ccccc1Cl	311.86	0.76		35.58	1	3	2.0	311.86	2.942	0.761	1
CHEMBL2104110	O=C1CCCC1(CCN1CCOCC1)C1=CCCC1	263.38	0.73		29.54	0	3	2.0	263.38	2.558	0.73	1
CHEMBL2104113	O=C(CCCN1CCN(c2cc3ccccc3cn2)CC1)c1ccc(F)cc1	377.46	0.60		36.44	0	4	2.0	377.46	4.159	0.605	0
CHEMBL2104115	CC(=O)Nn1cnc(=O)c(C#N)c1	178.15	0.61		87.78	1	5	2.0	178.15	-0.795	0.61	0
CHEMBL2104116	CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl	265.56	0.61		49.69	2	3	2.0	265.56	2.241	0.605	1
CHEMBL2104117	CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12	318.44	0.71		27.03	0	3	2.0	318.45	4.659	0.707	0
CHEMBL2104119	Clc1cccc(Cl)c1/N=C1/NCCO1	231.08	0.81		33.62	1	2	2.0	231.08	2.601	0.805	1
CHEMBL2104120	O=C(O)c1cscc1Nc1c(Cl)cccc1Cl	288.15	0.87		49.33	2	3	2.0	288.15	4.497	0.874	0
CHEMBL2104122	CC(C(=O)O)c1ccc2c(c1)Cc1ccccc1-2	238.29	0.74		37.30	1	1	2.0	238.29	3.446	0.742	1
CHEMBL2104123	CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	470.48	0.62		100.90	2	6	2.0	470.48	2.712	0.616	0
CHEMBL2104125	O=C1C(CC2CCCO2)C(=O)N2c3ccccc3-c3ccccc3N12	334.38	0.79		49.85	0	3	2.0	334.38	3.147	0.793	1
CHEMBL2104126	CC(=O)O[C@]1(C(C)=O)[C@H](C)C[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	418.96	0.59		60.44	0	4	2.0	418.96	4.998	0.592	0
CHEMBL2104128	Cc1ncsc1CCCCl	175.68	0.64		12.89	0	2	2.0	175.68	2.623	0.644	1
CHEMBL2104132	CN(C)[C@@H](c1cccc(O)c1)[C@H]1CCCC[C@H]1O	249.35	0.86		43.70	2	3	2.0	249.35	2.546	0.865	1
CHEMBL2104133	NC(=O)C1c2ccccc2C=Cc2ccccc21	235.29	0.81		43.09	1	1	2.0	235.29	2.788	0.811	1
CHEMBL2104134	CC1C2CCC(C2)C1CN(CCO)C(=O)c1ccc(Cl)cc1	321.85	0.90		40.54	1	2	2.0	321.85	3.457	0.902	1
CHEMBL2104135	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)/C=C/c1ccccc1	349.39	0.71		68.53	1	4	2.0	349.39	3.939	0.709	1
CHEMBL2104136	CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21.O=P(O)(O)O	398.83	0.87		15.27	1	2	4.0	398.83	3.942	0.583	0
CHEMBL2104140	CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)[C@H]2SC1	414.49	0.61		111.10	3	6	2.0	414.49	0.728	0.613	0
CHEMBL2104145	CC(C)(C)NCC(O)COc1ccccc1-c1ccccc1	299.41	0.86		41.49	2	3	2.0	299.41	3.481	0.858	1
CHEMBL2104151	COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1CC1CC1	367.47	0.75		101.73	2	5	2.0	367.47	0.947	0.747	0
CHEMBL2104153	CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21	323.47	0.84		30.27	0	4	2.0	323.47	4.359	0.836	0
CHEMBL2104154	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12	371.39	0.80		103.55	1	8	2.0	371.39	2.584	0.8	0
CHEMBL2104155	COc1cc(/C=C/C(=O)N2CCN(CC(=O)NC(C)C)CC2)cc(OC)c1OC	405.50	0.66		80.34	1	6	2.0	405.5	1.394	0.659	1
CHEMBL2104156	CN1C(=N)N(c2ccc(Cl)cc2)CC1=O	223.66	0.79		47.40	1	2	2.0	223.66	1.553	0.785	1
CHEMBL2104158	CN(C)CCCN1c2ccccc2C=Cc2ccccc21	278.40	0.82		6.48	0	2	2.0	278.4	4.26	0.824	0
CHEMBL2104160	CN(C)C1CCc2[nH]c3ccccc3c2C1	214.31	0.77		19.03	1	1	2.0	214.31	2.587	0.773	1
CHEMBL2104164	NC(=O)CN1Cc2ccccc2OC1=O	206.20	0.76		72.63	1	3	2.0	206.2	0.486	0.765	0
CHEMBL2104165	[O-][N+]1=C(c2ccccc2)c2cc(Cl)ccc2N=C(NCC2CC2)C1	339.83	0.68		50.46	1	3	2.0	339.83	3.731	0.684	1
CHEMBL2104168	CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1CC	275.39	0.79		29.54	0	3	2.0	275.39	3.197	0.79	1
CHEMBL2104170	CC(C(=O)O)c1ccc(C(=O)c2cccs2)c(Cl)c1	294.76	0.87		54.37	1	3	2.0	294.76	3.821	0.872	1
CHEMBL2104171	CN(C)CCN1C(=O)c2cccnc2Sc2ccccc21	299.40	0.87		36.44	0	4	2.0	299.4	2.755	0.873	1
CHEMBL2104173	Clc1nc(-n2ccnc2)c2ccccc2c1-c1ccccc1	305.77	0.50		30.71	0	3	2.0	305.77	4.741	0.501	0
CHEMBL2104175	NC(=O)COC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1	338.29	0.82		81.42	2	4	2.0	338.29	3.091	0.821	1
CHEMBL2104176	OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1	404.97	0.80		42.84	1	6	2.0	404.97	3.338	0.796	1
CHEMBL2104177	C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C	226.32	0.66		40.62	0	2	2.0	226.32	1.278	0.663	1
CHEMBL2104179	NC1=NCC(c2ccc(Cl)cc2)O1	196.64	0.74		47.61	1	3	2.0	196.64	1.726	0.744	1
CHEMBL2104180	Cc1cc(C)c(C2CCCCC2)c(O)c1	204.31	0.73		20.23	1	1	2.0	204.31	4.057	0.731	0
CHEMBL2104181	OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O	309.53	0.60		88.38	3	6	2.0	309.53	-0.463	0.598	0
CHEMBL2104183	Cc1cccc(C(N)=O)c1O	151.16	0.62		63.32	2	2	2.0	151.17	0.8	0.623	0
CHEMBL2104184	CO/N=C/[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C	327.26	0.61		24.83	0	3	2.0	327.26	4.192	0.614	0
CHEMBL2104186	COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC	333.43	0.77		48.00	0	4	2.0	333.43	3.518	0.774	1
CHEMBL2104188	O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl	324.80	0.57		35.53	0	3	2.0	324.8	3.88	0.571	1
CHEMBL2104190	N#CC(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl	373.20	0.76		91.54	1	5	2.0	373.2	2.883	0.764	0
CHEMBL2104195	CC1=C(C(=O)OC(C)C)[C@@H](c2cccc(Cl)c2Cl)C(c2nnco2)=C(C)N1	408.29	0.74		77.25	1	6	2.0	408.29	4.72	0.738	0
CHEMBL2104196	NS(=O)(=O)c1ccc(NCc2ccccc2)cc1	262.33	0.88		72.19	2	3	2.0	262.33	1.946	0.884	1
CHEMBL2104197	CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1	353.85	0.75		118.36	3	5	2.0	353.85	1.063	0.75	0
CHEMBL2104200	CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12	326.48	0.68		23.55	0	2	2.0	326.48	4.424	0.681	0
CHEMBL2104201	CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	408.88	0.76		66.81	0	4	2.0	408.88	3.098	0.763	1
