chembl_id	smiles	mw	qed	logp	tpsa	hbd	hba	max_phase	mw_calc	logp_calc	qed_calc	bbb
CHEMBL2	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	383.41	0.73		106.95	1	8	4.0	383.41	1.785	0.727	0
CHEMBL3	CN1CCC[C@H]1c1cccnc1	162.24	0.63		16.13	0	2	4.0	162.24	1.848	0.626	1
CHEMBL6200	c1cncc([C@@H]2CCCN2)c1	148.21	0.65		24.92	1	2	1.0	148.21	1.506	0.653	1
CHEMBL4	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	361.37	0.87		75.01	1	6	4.0	361.37	1.544	0.875	1
CHEMBL5	CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21	232.24	0.85		72.19	1	4	4.0	232.24	1.423	0.85	1
CHEMBL6	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	357.79	0.77		68.53	1	4	4.0	357.79	3.927	0.768	1
CHEMBL403	CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O	233.24	0.60		91.75	1	4	4.0	233.24	-0.795	0.599	0
CHEMBL6259	CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1	399.40	0.73		65.78	1	5	2.0	399.4	2.719	0.734	1
CHEMBL6273	CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1	369.34	0.89		65.78	1	5	2.0	369.34	1.699	0.889	1
CHEMBL6209	CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1	379.41	0.81		74.57	2	5	2.0	379.41	2.434	0.806	1
CHEMBL6231	CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21	334.35	0.86		77.81	2	6	2.0	334.35	0.764	0.863	0
CHEMBL8	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	331.35	0.89		74.57	2	5	4.0	331.35	1.583	0.893	1
CHEMBL9	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21	319.34	0.89		74.57	2	5	4.0	319.34	1.268	0.891	1
CHEMBL269538	COc1ccc2c(c1)[nH]c1c(C)nccc12	212.25	0.67		37.91	1	2	1.0	212.25	3.033	0.673	1
CHEMBL405	CC(N)Cc1ccccc1	135.21	0.65		26.02	1	1	4.0	135.21	1.576	0.654	1
CHEMBL6437	CN1CCN2c3ccccc3Cc3ccccc3C2C1	264.37	0.72		6.48	0	2	4.0	264.37	3.084	0.721	1
CHEMBL6731	CC(N)Cc1ccc2c(c1)OCO2	179.22	0.74		44.48	1	3	2.0	179.22	1.305	0.744	1
CHEMBL263881	CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	323.44	0.94		39.34	1	2	2.0	323.44	2.906	0.943	1
CHEMBL11	CN(C)CCCN1c2ccccc2CCc2ccccc21	280.42	0.84		6.48	0	2	4.0	280.42	3.875	0.838	1
CHEMBL406	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	365.84	0.87		92.50	2	4	4.0	365.84	2.083	0.871	0
CHEMBL407	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2	303.29	0.79		64.43	0	5	4.0	303.29	1.774	0.793	1
CHEMBL408	Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2	441.55	0.72		84.86	2	6	4.0	441.55	4.374	0.717	0
CHEMBL409	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1	430.38	0.56		107.26	2	5	4.0	430.38	2.88	0.56	0
CHEMBL12	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	284.75	0.79		32.67	0	2	4.0	284.75	3.154	0.792	1
CHEMBL13	COCCc1ccc(OCC(O)CNC(C)C)cc1	267.37	0.71		50.72	2	4	4.0	267.37	1.613	0.714	1
CHEMBL6378	CC1c2ccccc2CN1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	365.84	0.87		92.50	2	4	2.0	365.84	2.209	0.872	0
CHEMBL266195	C=CCc1ccccc1OCC(O)CNC(C)C	249.35	0.69		41.49	2	3	2.0	249.35	2.153	0.694	1
CHEMBL538393	CN(C)C1(C)C2CCC(C2)C1(C)C	181.32	0.60		3.24	0	1	2.0	181.32	2.763	0.601	1
CHEMBL411	CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1	268.36	0.78		40.46	2	2	4.0	268.36	4.829	0.78	0
CHEMBL267936	CNC1(C)C2CCC(C2)C1(C)C	167.30	0.63		12.03	1	1	4.0	167.3	2.421	0.632	1
CHEMBL16	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	252.27	0.80		58.20	2	2	4.0	252.27	1.77	0.8	1
CHEMBL414	NS(=O)(=O)c1ccc(C(=O)O)cc1	201.20	0.70		97.46	2	3	2.0	201.2	0.032	0.705	0
CHEMBL415	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	314.86	0.82		6.48	0	2	4.0	314.86	4.528	0.818	0
CHEMBL7010	CCNC1C2CCC(C2)C1c1ccccc1	215.34	0.82		12.03	1	1	2.0	215.34	3.178	0.816	1
CHEMBL416	COc1c2occc2cc2ccc(=O)oc12	216.19	0.59		52.58	0	4	4.0	216.19	2.548	0.586	1
CHEMBL17	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	305.16	0.82		120.32	2	4	4.0	305.16	0.288	0.815	0
CHEMBL6607	COc1cc(CC(C)N)c(OC)cc1Br	274.16	0.92		44.48	1	3	2.0	274.16	2.356	0.916	1
CHEMBL18	CCOc1ccc2nc(S(N)(=O)=O)sc2c1	258.32	0.90		82.28	1	5	4.0	258.32	1.342	0.9	1
CHEMBL20	CC(=O)Nc1nnc(S(N)(=O)=O)s1	222.25	0.63		115.04	2	6	4.0	222.25	-0.856	0.632	0
CHEMBL419	NCc1ccc(S(N)(=O)=O)cc1	186.24	0.67		86.18	2	3	4.0	186.24	-0.207	0.67	0
CHEMBL21	Nc1ccc(S(N)(=O)=O)cc1	172.21	0.58		86.18	2	3	4.0	172.21	-0.084	0.581	0
CHEMBL22	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	290.32	0.85		105.51	2	7	4.0	290.32	1.258	0.853	0
CHEMBL421	O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O	398.40	0.54		141.31	3	7	4.0	398.4	3.702	0.541	0
CHEMBL6466	O=c1ccc2ccccc2o1	146.14	0.53		30.21	0	2	4.0	146.14	1.793	0.53	1
CHEMBL23	COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1	414.53	0.68		59.08	0	6	4.0	414.53	3.369	0.676	1
CHEMBL24	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1	266.34	0.64		84.58	3	4	4.0	266.34	0.452	0.638	0
CHEMBL25	CC(=O)Oc1ccccc1C(=O)O	180.16	0.55		63.60	1	3	4.0	180.16	1.31	0.55	1
CHEMBL422	CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	407.51	0.71		9.72	0	4	4.0	407.51	4.946	0.709	0
CHEMBL26	CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC	341.43	0.79		101.73	2	5	3.0	341.43	0.557	0.787	0
CHEMBL423	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	307.43	0.62		50.72	2	4	4.0	307.43	2.393	0.616	1
CHEMBL424	O=C(O)c1ccccc1O	138.12	0.61		57.53	2	2	3.0	138.12	1.09	0.61	1
CHEMBL425	O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O	302.24	0.64		139.78	4	6	4.0	302.24	2.91	0.64	0
CHEMBL27	CC(C)NCC(O)COc1cccc2ccccc12	259.35	0.84		41.49	2	3	4.0	259.35	2.578	0.838	1
CHEMBL6995	CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1	266.34	0.70		70.59	3	4	4.0	266.34	1.383	0.697	1
CHEMBL427	CN(CCCl)CCCl	156.06	0.56		3.24	0	1	4.0	156.06	1.396	0.556	1
CHEMBL7002	CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1	333.45	0.89		55.40	1	4	2.0	333.45	3.93	0.887	1
CHEMBL267447	CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O	370.45	0.79		68.90	1	5	1.0	370.45	4.38	0.795	0
CHEMBL29	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O	334.40	0.80		86.71	2	4	4.0	334.4	0.861	0.798	0
CHEMBL428	N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12	416.36	0.68		101.45	2	6	4.0	416.36	1.894	0.676	0
CHEMBL31	COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	375.40	0.85		83.80	2	6	4.0	375.4	1.98	0.85	1
CHEMBL429	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	328.41	0.60		95.58	4	4	4.0	328.41	2.135	0.597	0
CHEMBL32	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	401.44	0.82		83.80	2	6	4.0	401.44	2.371	0.819	1
CHEMBL33	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	361.37	0.87		75.01	1	6	4.0	361.37	1.544	0.875	1
CHEMBL7467	CC(C)(CNC(N)=O)NCC(O)COC(=O)c1ccccc1F	327.36	0.52		113.68	4	5	2.0	327.36	0.38	0.516	0
CHEMBL430	CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN	389.39	0.73		123.04	2	8	4.0	389.39	0.966	0.73	0
CHEMBL7492	COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1	325.37	0.76		109.17	2	7	2.0	325.37	2.106	0.756	0
CHEMBL431	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2	466.63	0.54		95.94	2	7	4.0	466.63	2.391	0.536	0
CHEMBL434	CC(C)NCC(O)c1ccc(O)c(O)c1	211.26	0.56		72.72	4	4	4.0	211.26	1.129	0.563	0
CHEMBL266497	O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1	236.20	0.65		67.43	2	3	3.0	236.2	0.643	0.65	0
CHEMBL435	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	297.75	0.65		118.36	3	5	4.0	297.75	-0.351	0.654	0
CHEMBL35	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	330.75	0.77		122.63	3	5	4.0	330.75	1.891	0.769	0
CHEMBL36	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	248.72	0.86		77.82	2	4	4.0	248.72	2.524	0.856	1
CHEMBL436	COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F	357.35	0.85		49.77	1	3	4.0	357.35	3.559	0.848	1
CHEMBL437	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	255.32	0.81		85.08	2	5	4.0	255.32	1.526	0.814	1
CHEMBL7679	O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12	391.20	0.74		72.19	1	4	2.0	391.2	2.974	0.743	1
CHEMBL438	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	264.31	0.81		97.97	2	5	4.0	264.31	1.168	0.811	0
CHEMBL439	Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1	250.28	0.79		97.97	2	5	4.0	250.28	0.86	0.787	0
CHEMBL441	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	242.34	0.58		58.20	2	3	4.0	242.34	1.35	0.578	1
CHEMBL268164	CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O	236.27	0.56		75.27	2	3	4.0	236.27	1.249	0.559	1
CHEMBL39	NCCc1c[nH]c2ccc(O)cc12	176.22	0.65		62.04	3	2	3.0	176.22	1.375	0.647	1
CHEMBL40	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	232.24	0.74		75.27	2	3	4.0	232.24	0.7	0.737	0
CHEMBL41	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	309.33	0.85		21.26	1	2	4.0	309.33	4.435	0.852	0
CHEMBL7257	COc1ccc2[nH]cc(CCN(C)C)c2c1	218.30	0.85		28.26	1	2	2.0	218.3	2.281	0.852	1
CHEMBL443	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	253.28	0.80		98.22	2	5	4.0	253.28	1.366	0.805	0
CHEMBL444	CCC1(CC)C(=O)NC(=O)NC1=O	184.19	0.60		75.27	2	3	2.0	184.19	0.159	0.6	0
CHEMBL42	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	326.83	0.80		30.87	1	4	4.0	326.83	3.723	0.8	1
CHEMBL445	CNCCC=C1c2ccccc2CCc2ccccc21	263.38	0.83		12.03	1	1	4.0	263.38	3.826	0.83	1
CHEMBL446	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	278.34	0.83		97.97	2	5	4.0	278.34	1.476	0.829	0
CHEMBL447	C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	238.29	0.56		75.27	2	3	4.0	238.29	1.351	0.56	1
CHEMBL448	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	226.28	0.71		75.27	2	3	4.0	226.28	1.185	0.707	1
CHEMBL267894	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	226.28	0.71		75.27	2	3	4.0	226.28	1.185	0.707	1
CHEMBL7728	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	236.27	0.55		66.48	1	3	4.0	236.27	1.201	0.549	1
CHEMBL449	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	212.25	0.68		75.27	2	3	4.0	212.25	0.795	0.679	0
CHEMBL7863	C=CCC1(C(C)C)C(=O)NC(=O)NC1=O	210.23	0.53		75.27	2	3	4.0	210.23	0.571	0.528	0
CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	198.22	0.66		66.48	1	3	4.0	198.22	0.501	0.657	0
CHEMBL267719	C=CCC1(CC=C)C(=O)NC(=O)NC1=O	208.22	0.52		75.27	2	3	2.0	208.22	0.491	0.521	0
CHEMBL451	CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	299.76	0.65		50.46	1	3	4.0	299.76	2.951	0.65	1
CHEMBL452	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	315.72	0.68		84.60	1	4	4.0	315.72	3.038	0.682	1
CHEMBL453	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	267.31	0.82		98.22	2	5	4.0	267.31	1.674	0.824	0
CHEMBL268869	COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1	280.31	0.80		107.20	2	6	4.0	280.31	0.868	0.805	0
CHEMBL454	C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	224.26	0.55		75.27	2	3	4.0	224.26	0.961	0.551	0
CHEMBL455	CC(=O)NS(=O)(=O)c1ccc(N)cc1	214.25	0.68		89.26	2	4	4.0	214.25	0.094	0.683	0
CHEMBL7797	CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O	365.21	0.88		63.60	1	3	2.0	365.21	4.154	0.884	0
CHEMBL429405	NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O	305.21	0.72		66.56	2	3	2.0	305.2	1.925	0.72	1
CHEMBL456	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	303.14	0.64		63.60	1	3	4.0	303.14	3.606	0.644	1
CHEMBL44	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	270.24	0.63		90.90	3	5	2.0	270.24	2.577	0.632	0
CHEMBL7549	CCCN1CCC[C@@H](c2cccc(O)c2)C1	219.33	0.84		23.47	1	2	2.0	219.33	2.982	0.844	1
CHEMBL267744	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	331.18	0.85		63.60	1	4	4.0	331.18	3.749	0.848	1
CHEMBL7643	O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2	350.83	0.89		75.27	2	3	2.0	350.83	3.339	0.891	1
CHEMBL457	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	250.34	0.78		46.53	1	2	4.0	250.34	3.573	0.785	1
CHEMBL45	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	232.28	0.84		54.12	2	2	4.0	232.28	1.855	0.845	1
CHEMBL266510	COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21	359.71	0.80		38.33	1	2	3.0	359.71	4.533	0.8	0
CHEMBL8184	CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC	290.37	0.63		69.04	1	6	2.0	290.37	2.84	0.627	1
CHEMBL46	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	293.37	0.73		39.82	0	4	4.0	293.37	3.129	0.728	1
CHEMBL8145	O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	254.24	0.70		70.67	2	4	2.0	254.24	2.871	0.7	1
CHEMBL7983	CCCOC(=O)c1cc(O)c(O)c(O)c1	212.20	0.52		86.99	3	5	1.0	212.2	1.37	0.52	1
CHEMBL8148	CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C	420.53	0.54		96.89	3	7	2.0	420.53	3.305	0.539	0
CHEMBL8030	Cc1cccc(Oc2cnc(=O)[nH]c2)c1	202.21	0.81		54.98	1	3	2.0	202.21	1.871	0.808	1
CHEMBL8412	O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1	401.49	0.67		86.71	0	7	2.0	401.49	1.223	0.673	1
CHEMBL49	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	385.51	0.55		69.64	0	6	4.0	385.51	2.088	0.552	1
CHEMBL8260	O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12	270.24	0.59		90.90	3	5	2.0	270.24	2.577	0.591	0
CHEMBL51	O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	395.43	0.67		75.17	1	5	3.0	395.43	2.424	0.674	1
CHEMBL8273	O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)cc1	335.38	0.77		92.70	2	4	2.0	335.38	1.671	0.765	0
CHEMBL459	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	211.22	0.54		103.78	4	4	4.0	211.22	0.442	0.543	0
CHEMBL460	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2	276.38	0.92		45.33	1	3	4.0	276.38	1.963	0.918	1
CHEMBL53	CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3	267.33	0.72		43.70	2	3	4.0	267.33	2.85	0.721	1
CHEMBL54	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	375.87	0.76		40.54	1	3	4.0	375.87	4.426	0.759	0
CHEMBL8425	CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1	268.32	0.86		41.90	0	3	2.0	268.32	2.827	0.855	1
CHEMBL463	Nc1ccc(C(=O)NCC(=O)O)cc1	194.19	0.59		92.42	3	3	4.0	194.19	0.083	0.594	0
CHEMBL8514	CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1	361.53	0.73		23.47	1	2	2.0	361.53	4.845	0.725	0
CHEMBL57	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1	266.30	0.86		58.12	1	4	4.0	266.3	2.651	0.862	1
CHEMBL8706	C#CCN(C)CCCOc1ccc(Cl)cc1Cl	272.18	0.58		12.47	0	2	2.0	272.18	3.327	0.581	1
CHEMBL8759	N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21	185.18	0.54		100.62	3	3	2.0	185.18	-0.491	0.539	0
CHEMBL59	NCCc1ccc(O)c(O)c1	153.18	0.54		66.48	3	3	4.0	153.18	0.599	0.545	0
CHEMBL267930	O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1	395.48	0.76		52.65	1	4	2.0	395.48	3.217	0.763	1
CHEMBL267473	O=C(O)c1ccc(OCCn2ccnc2)cc1	232.24	0.85		64.35	1	4	2.0	232.24	1.66	0.851	1
CHEMBL267044	CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC	341.43	0.79		101.73	2	5	2.0	341.43	0.557	0.787	0
CHEMBL8809	CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC	347.24	0.86		61.80	2	4	2.0	347.24	2.922	0.86	1
CHEMBL8946	CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O	340.85	0.84		61.80	2	4	2.0	340.85	2.831	0.836	1
CHEMBL267723	CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(I)c1O	404.25	0.74		61.80	2	4	2.0	404.25	2.22	0.739	1
CHEMBL267932	CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O	409.51	0.68		43.86	0	4	2.0	409.51	3.559	0.685	1
CHEMBL61	COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC	414.41	0.76		92.68	1	8	4.0	414.41	2.409	0.763	0
CHEMBL63	COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1	275.35	0.92		47.56	1	3	2.0	275.35	2.62	0.919	1
CHEMBL9298	N#Cc1ccc(C2CCCc3cncn32)cc1	223.28	0.75		41.61	0	3	2.0	223.28	2.68	0.745	1
CHEMBL468	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	258.23	0.72		83.55	1	4	4.0	258.23	0.088	0.723	0
CHEMBL469	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	255.27	0.86		59.30	1	3	4.0	255.27	2.291	0.856	1
CHEMBL428479	COc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1	285.30	0.88		68.53	1	4	2.0	285.3	2.3	0.875	1
CHEMBL9116	CNC(=O)ON(C(C)=O)C(=O)NC	189.17	0.50		87.74	2	4	2.0	189.17	-0.555	0.5	0
CHEMBL9324	CC[N+](CC)(CC)CC	130.25	0.51		0.00	0	0	2.0	130.25	1.883	0.51	1
CHEMBL471	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	272.37	0.72		78.43	3	4	4.0	272.37	1.09	0.724	1
CHEMBL9506	CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21	408.46	0.54		77.56	2	3	2.0	408.46	3.738	0.542	1
CHEMBL9419	CC(=O)Nc1cccc(O)c1	151.16	0.64		49.33	2	2	2.0	151.16	1.351	0.636	1
CHEMBL9514	COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1	301.33	0.73		84.08	2	5	2.0	301.33	3.034	0.728	1
CHEMBL472	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	494.01	0.52		113.60	3	5	4.0	494.01	3.642	0.519	0
CHEMBL9225	CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1	270.37	0.82		40.46	2	2	4.0	270.37	4.785	0.82	0
CHEMBL473	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	441.58	0.55		104.81	2	6	4.0	441.58	1.983	0.553	0
CHEMBL417975	CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21	338.48	0.85		106.33	2	6	2.0	338.48	0.86	0.847	0
CHEMBL275528	c1ccc(C2(N3CCCCC3)CCCCC2)cc1	243.39	0.75		3.24	0	1	2.0	243.39	4.332	0.747	0
CHEMBL268254	O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1	305.16	0.86		41.46	1	2	2.0	305.16	3.783	0.856	1
CHEMBL476	CN(C)/N=N/c1[nH]cnc1C(N)=O	182.19	0.51		99.73	2	4	4.0	182.19	0.069	0.511	0
CHEMBL9440	CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2	436.54	0.66		88.23	1	6	2.0	436.54	2.848	0.664	1
CHEMBL478	Clc1cccc(N2CCNCC2)c1	196.68	0.74		15.27	1	2	2.0	196.68	1.75	0.737	1
CHEMBL480	Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1	369.37	0.70		73.86	1	4	4.0	369.37	3.515	0.699	1
CHEMBL70	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	285.34	0.70		52.93	2	4	4.0	285.34	1.198	0.703	1
CHEMBL483	C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O	287.22	0.65		136.38	3	7	3.0	287.22	-0.051	0.651	0
CHEMBL485	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	299.37	0.80		41.93	1	4	4.0	299.37	1.501	0.798	1
CHEMBL71	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	318.87	0.79		6.48	0	3	4.0	318.87	4.894	0.792	0
CHEMBL72	CNCCCN1c2ccccc2CCc2ccccc21	266.39	0.85		15.27	1	2	4.0	266.39	3.533	0.852	1
CHEMBL488	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	232.28	0.60		72.19	2	3	4.0	232.28	1.353	0.597	1
CHEMBL264214	CCSc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C	331.47	0.57		64.63	1	4	2.0	331.47	3.686	0.572	1
CHEMBL9861	[O-][S+](Cc1ccccn1)c1nc2ccccc2[nH]1	257.32	0.73		64.63	1	3	2.0	257.32	2.266	0.732	1
CHEMBL76	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	319.88	0.76		28.16	1	3	4.0	319.88	4.811	0.756	0
CHEMBL490	Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1	329.37	0.93		39.72	1	4	4.0	329.37	3.327	0.934	1
CHEMBL77	C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4	282.34	0.50		53.99	0	5	3.0	282.34	2.395	0.504	1
CHEMBL416146	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	358.85	0.70		59.92	0	4	4.0	358.85	4.176	0.704	0
CHEMBL10085	CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1	421.59	0.69		36.02	0	4	2.0	421.59	4.422	0.692	0
