chembl_id	smiles	top_conf	c_rel
CHEMBL565	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	-1.546830654144287	-0.09342527389526367
CHEMBL22207	COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3	-1.5586106777191162	-0.10520529747009277
CHEMBL121	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1	-1.5639361143112183	-0.11053073406219482
CHEMBL642	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1	-1.5681277513504028	-0.1147223711013794
CHEMBL488	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	-1.5708825588226318	-0.1174771785736084
CHEMBL15245	COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O	-1.5866655111312866	-0.13326013088226318
CHEMBL434394	OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1	-1.587954044342041	-0.13454866409301758
CHEMBL18972	OC(c1ccccc1)C1CCN(CCc2ccccc2)CC1	-1.595752239227295	-0.14234685897827148
CHEMBL10878	COc1ccc2cccc(CCNC(C)=O)c2c1	-1.5984090566635132	-0.14500367641448975
CHEMBL652	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	-1.6006673574447632	-0.14726197719573975
CHEMBL93836	CCCC(CCC)C(N)=O	-1.6022064685821533	-0.14880108833312988
CHEMBL523	O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1	-1.602921724319458	-0.14951634407043457
CHEMBL9440	CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2	-1.6033473014831543	-0.14994192123413086
CHEMBL416	COc1c2occc2cc2ccc(=O)oc12	-1.611818790435791	-0.15841341018676758
CHEMBL16476	CC(C)NCC(O)c1ccc2ccccc2c1	-1.6126010417938232	-0.1591956615447998
CHEMBL13341	CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21	-1.628138780593872	-0.17473340034484863
CHEMBL7643	O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2	-1.6289321184158325	-0.17552673816680908
CHEMBL22077	CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12	-1.6310975551605225	-0.17769217491149902
CHEMBL712	COc1ccc(C2C(=O)c3ccccc3C2=O)cc1	-1.6340017318725586	-0.18059635162353516
CHEMBL2114429	CC(C)NC[C@H](O)COc1ccc(OCCOCCc2ccc(F)cc2)cc1	-1.634574294090271	-0.18116891384124756
CHEMBL567303	Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1	-1.6368780136108398	-0.1834726333618164
CHEMBL647	Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1	-1.6402487754821777	-0.1868433952331543
CHEMBL8706	C#CCN(C)CCCOc1ccc(Cl)cc1Cl	-1.6442582607269287	-0.19085288047790527
CHEMBL13	COCCc1ccc(OCC(O)CNC(C)C)cc1	-1.649328589439392	-0.19592320919036865
CHEMBL279516	O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1	-1.6517181396484375	-0.19831275939941406
CHEMBL7679	O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12	-1.6526521444320679	-0.19924676418304443
CHEMBL25146	Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1	-1.6536471843719482	-0.2002418041229248
CHEMBL8425	CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1	-1.6579124927520752	-0.20450711250305176
CHEMBL612	C[C@H](N)Cc1ccccc1	-1.6614187955856323	-0.2080134153366089
CHEMBL14429	CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@@H]1C	-1.6631845235824585	-0.20977914333343506
CHEMBL278764	Cn1nc(-c2cccc(F)c2)n(C)c1=S	-1.6669985055923462	-0.21359312534332275
CHEMBL594	CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21	-1.668314814567566	-0.21490943431854248
CHEMBL657	CN(C)CCOC(c1ccccc1)c1ccccc1	-1.6751762628555298	-0.22177088260650635
CHEMBL80	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	-1.6913948059082031	-0.2379894256591797
CHEMBL2103836	CCC[C@@H](C)C[C@H](N)CC(=O)O	-1.6940382719039917	-0.24063289165496826
CHEMBL407	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2	-1.69411039352417	-0.24070501327514648
CHEMBL700	Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1	-1.6950322389602661	-0.24162685871124268
CHEMBL275758	CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@@H](N2CCCC2=O)[C@@H]1O	-1.7105761766433716	-0.25717079639434814
CHEMBL2103857	COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1	-1.7177374362945557	-0.2643320560455322
CHEMBL1370446	Cc1sc2ccccc2c1CC1=NCCN1	-1.7203973531723022	-0.2669919729232788
CHEMBL546	C=CCOc1ccccc1OCC(O)CNC(C)C	-1.7253892421722412	-0.2719838619232178
