compound_id,primary_target,n_scored,iptm_PEAK1,iptm_LIMK1,iptm_LIMK2,iptm_ROCK1,iptm_ROCK2,iptm_JAK1,iptm_JAK2,iptm_JAK3,iptm_CDK2,iptm_CDK5,iptm_SRC,iptm_FYN,iptm_LCK,iptm_PAK1,iptm_PAK4,iptm_MAPK14,z_PEAK1,z_LIMK1,z_LIMK2,z_ROCK1,z_ROCK2,z_JAK1,z_JAK2,z_JAK3,z_CDK2,z_CDK5,z_SRC,z_FYN,z_LCK,z_PAK1,z_PAK4,z_MAPK14,z_primary,mean_z_kinases,selectivity_z
PEAK1_cpd_4,PEAK1,16,0.7681710124015808,0.7781562209129333,0.9093387126922607,0.8549941182136536,0.8618831634521484,0.9141517281532288,0.9452321529388428,0.9458099603652954,0.8226317167282104,0.9501254558563232,0.8821718096733093,0.9236196279525757,0.9023724794387817,0.9069419503211975,0.922957718372345,0.9322696924209595,0.4653086788307332,-1.1606504017155017,0.19074857844196727,-1.5183573639259564,-0.21324968840172367,-0.1692784313134481,0.020108700661834854,0.14745273578209042,-1.3450800418098678,-0.0016086690096391565,-0.19267480334622258,0.38737245497959716,0.2376781529431652,0.29707385725969165,-0.2782716911140429,0.24025661083318883,0.4653086788307332,-0.22389866664899113,0.6892073454797243
PEAK1_cpd_2,PEAK1,16,0.8578644394874573,0.9560832977294922,0.9230921268463135,0.9599146246910095,0.9548082947731018,0.9708232283592224,0.9667630791664124,0.9705929756164551,0.9557973742485046,0.9534798860549927,0.9299790263175964,0.9434320330619812,0.9408990144729614,0.9507744312286377,0.9712318778038025,0.9130686521530151,0.9036548635852355,0.9644133792478833,0.368231045497304,0.7431324405771136,1.0289704825792663,0.8508094366923459,0.7973064742355356,0.9284419693428817,0.7488284669323693,0.12647943869321457,0.7123622842457288,0.7494679337238882,0.685853601888822,1.4400734359215641,1.2322388472462997,-0.00968772902291976,0.9036548635852355,0.7577947671867532,0.1458600963984823
PEAK1_cpd_1,PEAK1,16,0.7090047001838684,0.9489840865135193,0.9509025812149048,0.9588102698326111,0.9146097898483276,0.9521303176879883,0.9486174583435059,0.9475994110107422,0.9747952222824097,0.9809840321540833,0.9230465292930603,0.9070178866386414,0.923359751701355,0.858744740486145,0.9378787279129028,0.7844138145446777,0.1761534077115207,0.8796242796999441,0.7271141559730396,0.7193288264250935,0.49159815981803523,0.5143367595242677,0.14230742985548184,0.2038438437211031,1.047552299989127,1.176718620660021,0.5811233760384298,0.08395570997249382,0.4818210575692565,-0.9597427635123236,0.18861043421822982,-1.68441722318451,0.1761534077115207,0.3062516644511793,-0.1300982567396586
PEAK1_cpd_5,PEAK1,16,0.7058552503585815,0.8968069553375244,0.9308836460113525,0.9526350498199463,0.8998957276344299,0.9494966864585876,0.9646432399749756,0.9545273780822754,0.9233402013778687,0.9576371908187866,0.922473132610321,0.9306390881538391,0.9127842783927917,0.8593840599060059,0.9431947469711304,0.9815676212310791,0.16076154054974492,0.2564491360370256,0.46877757365610173,0.586226179782621,0.29490104872069034,0.46693135722950646,0.7207870397019055,0.4221654498088827,0.23846902660005187,0.2852251179294817,0.5702684193978358,0.5156615136813271,0.3587976013027317,-0.9430715230896247,0.35495000189062914,0.881979043616668,0.16076154054974492,0.3652344657510556,-0.2044729252013107
PEAK1_cpd_3,PEAK1,16,0.3239074945449829,0.7966445088386536,0.7585693597793579,0.9008330702781677,0.7579802870750427,0.8311784267425537,0.8981194496154785,0.8871245980262756,0.8643072843551636,0.9086113572120667,0.8040773272514343,0.8074122071266174,0.7302891612052917,0.9019026756286621,0.8839917182922363,0.9577445983886719,-1.7058784906772342,-0.9398363932693501,-1.7548713535684155,-0.5303300828588692,-1.6022200027162683,-1.6627991221326759,-1.6805096444547658,-1.701903998654965,-0.6897697517116819,-1.5868145082730867,-1.6710792763357738,-1.7364576123573021,-1.764150413703974,0.16566699342069535,-1.4975275922411229,0.5718692977575729,-1.7058784906772342,-1.2053822307399988,-0.5004962599372353
