GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
17,10012262.461,644568.8802,28429.5595,0.0,0.0,0.0,19545480.2889,-16268.6832,16798541.8742,7485.7387,-11053.6513,173.1268728,47020500.1193,-10880.5244272,47009619.5948728
18,9878339.1358,638417.8111,28025.8227,0.0,0.0,0.0,19427790.4879,-15807.7082,16721093.5815,7689.6187,-11425.1319,176.66677944,46685548.7495,-11248.46512056,46674300.284379445
19,9921370.4965,639168.1748,28225.2474,0.0,0.0,0.0,19355398.5031,-16062.0088,16714955.7913,7474.6388,-11178.2584,179.66235527999999,46650530.843100004,-10998.596044720001,46639532.247055285
20,9885124.317,640356.8714,28498.395,0.0,0.0,0.0,19520922.719,-16396.9568,16838597.6188,7475.1035,-11252.4332,180.57571199999998,46904578.0679,-11071.857488,46893506.210412
21,9979359.8532,644402.809,28270.552,0.0,0.0,0.0,19541114.4133,-16212.5845,16750807.7121,7609.0861,-11238.5538,180.78576551999998,46935351.841199994,-11057.76803448,46924294.07316551
22,9950906.7812,642010.1477,28376.7744,0.0,0.0,0.0,19439157.4346,-15903.2349,16649398.5913,7421.8576,-11389.9566,174.98234879999998,46701368.3519,-11214.9742512,46690153.37764879
23,9940889.1943,641879.7405,28524.8035,0.0,0.0,0.0,19458197.3402,-15974.2154,16820084.5478,7415.1437,-11456.8496,176.01186887999998,46881016.5546,-11280.83773112,46869735.71686888
24,10076891.6613,644046.8022,28577.3663,0.0,0.0,0.0,19406701.2953,-15331.7396,16774708.6492,7398.9819,-11619.9153,175.3159716,46922993.016600005,-11444.5993284,46911548.41727161

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,42.0576,47.3466,26.7422,0.0,0.0,0.0,-2.5276,2.5989,16.6419,3.4984,-19.0088,3.40800408,136.358,-15.600795920000001,120.75720408
1,46.6061,49.8233,26.1107,0.0,0.0,0.0,-2.0187,0.0363,14.7395,1.3216,-16.3784,3.4233192,136.6188,-12.9550808,123.66371919999999
2,44.675,47.6671,23.4551,0.0,0.0,0.0,-3.421,0.0267,15.1079,3.4658,-17.8979,3.4533359999999997,130.9766,-14.444564,116.53203599999999
3,40.8547,47.2881,22.0496,0.0,0.0,0.0,-3.8635,0.6453,12.8136,1.5323,-17.4228,3.3587726399999998,121.3201,-14.064027359999999,107.25607264
4,36.8004,46.7961,23.7412,0.0,0.0,0.0,-1.1116,0.6828,14.6218,1.5693,-16.5996,3.3967965600000003,123.10000000000002,-13.202803439999999,109.89719656000003
5,42.1396,51.6931,24.1426,0.0,0.0,0.0,-3.8318,7.4897,15.7955,-2.6093,-19.2169,3.46777128,134.8194,-15.749128719999998,119.07027128
6,42.5327,53.6919,25.3498,0.0,0.0,0.0,-3.6171,-1.7679,14.4678,3.8935,-16.1385,3.4286500799999997,134.5507,-12.70984992,121.84085008000001
7,40.3089,46.7514,24.2276,0.0,0.0,0.0,-3.5118,2.0354,15.0231,2.0535,-17.8329,3.33649944,126.8881,-14.496400559999998,112.39169944
8,41.4073,57.4083,22.4668,0.0,0.0,0.0,-3.3692,-2.7828,13.4592,5.0328,-17.2155,3.43344744,133.6224,-13.782052559999999,119.84034744
9,40.5561,47.7382,25.7573,0.0,0.0,0.0,-2.4842,1.0058,12.8168,-0.0356,-16.8694,3.44216376,125.35439999999998,-13.42723624,111.92716375999998
10,47.8553,52.0525,22.864,0.0,0.0,0.0,-2.7647,2.3201,14.4463,-1.7252,-18.7249,3.4017264,135.0483,-15.323173600000002,119.72512640000001
11,41.0006,52.8733,24.7028,0.0,0.0,0.0,-3.7255,-1.5582,14.1072,6.3957,-16.9045,3.36064392,133.7959,-13.54385608,120.25204391999999
12,44.4169,45.4693,23.8747,0.0,0.0,0.0,-2.2441,-0.8026,16.1689,3.2831,-16.3013,3.2585306399999996,130.1662,-13.042769360000001,117.12343064000001
13,44.0443,45.0667,23.8803,0.0,0.0,0.0,-3.3311,-1.0205,13.932,3.8248,-16.3725,3.3979377599999996,126.39649999999999,-12.97456224,113.42193775999999
14,50.5382,45.5446,18.4696,0.0,0.0,0.0,-4.3753,13.394,13.7952,-6.6768,-19.1144,3.2721587999999997,130.6895,-15.8422412,114.8472588
15,34.4346,49.771,22.6311,0.0,0.0,0.0,-4.1611,2.969,13.0309,0.715,-16.1034,3.31433208,119.3905,-12.78906792,106.60143208000001
16,45.5972,41.5118,19.3539,0.0,0.0,0.0,-4.78,5.3592,14.7343,-4.1227,-15.2418,3.25772712,117.65370000000001,-11.98407288,105.66962712000002
17,37.1207,46.7747,20.7111,0.0,0.0,0.0,-4.5101,2.0091,13.0536,0.0643,-16.4996,3.2729299199999997,115.22340000000001,-13.226670080000002,101.99672992
18,37.6797,43.6653,20.4008,0.0,0.0,0.0,-3.8547,1.2343,12.8935,2.4061,-15.7701,3.2597157599999997,114.42500000000001,-12.51038424,101.91461576000002
19,33.7296,50.4691,18.3661,0.0,0.0,0.0,-4.4741,4.0867,12.4226,-1.8388,-16.407,3.3358147199999997,112.7612,-13.07118528,99.69001472000001
20,41.7353,55.4307,21.5501,0.0,0.0,0.0,-6.6005,2.3883,11.7801,-0.0241,-16.3655,3.24845856,126.2599,-13.117041440000001,113.14285856000001
21,43.2356,40.9445,20.2549,0.0,0.0,0.0,-5.079,4.5929,12.4344,-1.7979,-16.3279,3.2557679999999998,114.5854,-13.072132,101.51326800000001
22,46.9562,50.9276,20.6338,0.0,0.0,0.0,-5.0607,5.6895,14.8995,-1.3092,-15.5708,3.2926514399999998,132.7367,-12.27814856,120.45855144000001
23,49.1032,45.8255,21.2047,0.0,0.0,0.0,-6.1398,11.3264,13.8275,-8.4057,-16.1242,3.28229568,126.74179999999998,-12.841904319999998,113.89989567999999
24,41.6086,50.9578,21.7639,0.0,0.0,0.0,-3.8939,4.495,12.8359,-0.6081,-17.2628,3.3872443199999998,127.1592,-13.875555679999998,113.28364432

DELTA Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-9.894378649732971e-10,4.8054005219455576e-11,9.99999980670907e-05,0.0,0.0,0.0,293.4812999985576,4.329099999999883,0.00010000092387230097,0.00010000000060372827,55.65850000000176,-2.884296960000017,297.81069999468326,52.77420304000078,350.58490303717605
1,4.410765086504398e-10,4.730793534690747e-11,1.0871303857129533e-12,0.0,0.0,0.0,53.59340000162721,2.643400000000594,-7.897611453699938e-10,2.1671553440683056e-13,49.15619999999984,-2.7299908799999937,56.2367999994278,46.42620911999948,102.66300912161189
2,-0.00010000094771100976,-3.7623237858497305e-11,0.00010000000033016931,0.0,0.0,0.0,159.45149999848007,3.901099999999479,0.00010000280141753137,8.539835505416704e-13,40.96410000000112,-2.71445615999999,163.35269999381305,38.24964384000178,201.6023438339367
3,-9.059917260856309e-10,5.215383680479135e-12,-1.538325022920617e-12,0.0,0.0,0.0,75.18159999793768,5.252099999999834,9.99998241670852e-05,-1.4988010832439613e-13,39.611200000000906,-2.627316719999998,80.4337999915123,36.98388328000128,117.41768326652227
4,9.999989568854062e-05,3.594635700210347e-11,3.907985046680551e-13,0.0,0.0,0.0,38.15549999806881,5.642500000000425,1.710652952624514e-09,1.1213252548714081e-13,43.00050000000054,-2.8214532000000236,43.79809999614952,40.179046800000805,83.97714679052964
5,-5.871072517038556e-10,3.3153924050566275e-11,-7.815970093361102e-13,0.0,0.0,0.0,157.6848000001192,2.7551999999996886,-9.238725340310339e-10,-7.549516567451064e-14,46.80729999999913,-2.5869635999999963,160.44000001010895,44.22033639999877,204.66033641587757
6,3.3080738148782984e-10,-2.383870878475136e-11,-0.00010000000115084617,0.0,0.0,0.0,86.87549999690651,3.0780999999998953,-1.1801724042470596e-09,1.3100631690576847e-13,40.89560000000072,-2.6887608000000283,89.95349999659061,38.206839199999976,128.16033919657605
7,-0.00010000116527209002,6.649969463978778e-11,-1.652011860642233e-12,0.0,0.0,0.0,7.100400002229214,3.2513000000005645,-1.2516920833149925e-10,-1.4654943925052066e-14,50.877399999999966,-2.6631619199999816,10.351600004458433,48.2142380800001,58.565838084402145
8,1.0102993996952137e-09,1.0061285138363019e-11,-9.999999914356295e-05,0.0,0.0,0.0,111.78049999980331,3.671800000001033,3.9041125887706585e-10,-4.796163466380676e-14,53.91259999999941,-2.9921148000000155,115.45220000365973,50.920485199998424,166.37268520796732
9,-3.0398439321288606e-10,2.1607604594464647e-11,-2.5153212845907547e-12,0.0,0.0,0.0,152.44790000019668,-3.4201999999996593,-9.999968409601934e-05,-1.5861617574941533e-13,59.84009999999985,-3.0477585599999775,149.02760000673533,56.79234143999865,205.81994144356895
10,0.00010000163018730746,9.999993722686895e-05,-2.241762331323116e-12,0.0,0.0,0.0,115.81629999802709,8.19919999999993,-4.7684522996860323e-11,1.412203687323199e-13,48.709400000000485,-3.037120560000004,124.01569998813866,45.67227943999954,169.68797943055017
11,8.434071219198813e-10,-2.2538415578310378e-11,-8.846257060213247e-13,0.0,0.0,0.0,32.023799998044964,7.387600000000533,4.3511327874057315e-10,0.0001000000002360224,43.664400000000924,-3.013814880000011,39.411500009036075,40.65058512000057,80.06208513454636
12,9.999943375760267e-05,-2.9771740628348198e-12,3.019806626980426e-13,0.0,0.0,0.0,47.34399999979735,1.0116000000007421,-6.854605771877686e-11,9.999999985144115e-05,50.82099999999892,-2.7165895200000096,48.35579999988079,48.10441047999897,96.46021047930131
13,9.999908208868646e-05,-9.999997988074938e-05,7.176481631177012e-13,0.0,0.0,0.0,95.47910000190736,5.782200000000929,2.9801938694618e-11,3.228528555609955e-13,50.71380000000005,-3.897195120000001,101.26130000388623,46.816604879998906,148.0779048837378
14,0.00010000013112687611,2.290789780090563e-11,3.552713678800501e-13,0.0,0.0,0.0,170.03769999979735,17.38699999999904,9.999941587501837e-05,7.247535904753022e-13,35.65950000000119,-3.2215089600000226,187.4248999993801,32.4379910400021,219.86289104697101
15,-6.616147629756597e-10,6.612310698983492e-11,-9.999999877763344e-05,0.0,0.0,0.0,6.9028999990284445,3.7509000000000525,-3.367670586840177e-10,-7.639444632445702e-13,42.75640000000025,-3.5309664000000254,10.653700003147122,39.225433599999654,49.87913360205356
16,6.586304834854673e-10,0.00010000004134980145,-1.751487843648647e-12,0.0,0.0,0.0,62.7365000012517,0.2408000000003634,5.930669289000434e-10,1.0480505352461478e-13,48.23009999999907,-3.6869889600000096,62.97739999150036,44.543111039997726,107.52051102628123
17,1.7166144061775412e-09,-4.9176662741956534e-11,-0.00010000000066767711,0.0,0.0,0.0,90.71200000161528,-0.23109999999975273,-1.6450876216822508e-09,2.914335439641036e-15,52.35199999999976,-3.746520000000008,90.48080000702141,48.60548000000101,139.0862800010143
18,2.1159962670935784e-10,-6.707523425575346e-12,-5.648814749292796e-13,0.0,0.0,0.0,149.60150000171066,3.2922999999992344,-9.999959170770012e-05,1.5143442055887135e-13,52.68000000000056,-3.8892211199999958,152.8937000080943,48.79077887999994,201.6844788767383
19,9.999909401159357e-05,-1.247713043994736e-11,-7.212008767965017e-13,0.0,0.0,0.0,103.36249999958872,-0.8709000000000557,-0.00010000059604564626,4.627409566637652e-13,54.198900000000165,-4.0466174399999755,102.49159999524355,50.152282560000906,152.6438825577128
20,7.569767035420227e-10,2.6261659513693303e-11,3.836930773104541e-13,0.0,0.0,0.0,104.89339999976754,-7.308600000001589,-8.404246187865283e-10,-5.442417350121076e-13,62.358699999998976,-3.8347228799999695,97.58480000863075,58.52397711999915,156.10877713301366
21,0.00010000007748800499,-1.6761703136580763e-11,0.00010000000101939577,0.0,0.0,0.0,177.0317999982238,2.5194999999999794,1.540779948072668e-09,-4.816147480823929e-13,47.27579999999921,-3.830737679999981,179.5515000002742,43.44506231999797,222.9965623258419
22,1.7613146496842091e-09,0.00010000000018806077,3.247180302423658e-12,0.0,0.0,0.0,3.5333000018417833,5.1822999999989845,1.2218954736908927e-09,-6.010747455320598e-13,36.3916999999988,-3.6514785600000006,8.715700006353842,32.74022143999823,41.45592144542985
23,-2.205382543252199e-10,3.539213366821059e-11,-1.588063014423824e-12,0.0,0.0,0.0,68.62470000143647,4.58459999999824,5.960458793197176e-10,6.572520305780927e-13,42.281199999999245,-3.600528480000004,73.209299999249,38.68067151999898,111.88997152740797
24,-8.046896482483135e-11,9.999992121123569e-05,-1.8971491044794675e-12,0.0,0.0,0.0,-9.193899999862909,0.04260000000147546,-6.347899983438765e-10,5.325739849126876e-13,44.35270000000085,-3.5943256800000176,-9.151200006139277,40.75837432000055,31.60717431313914


