GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
32,10242672.1952,648938.0927,28006.4311,0.0,0.0,0.0,19507202.3268,-12269.2126,16821383.7043,7156.4376,-11137.9732,149.78744496,47243089.9751,-10988.18575504,47232101.78934496
33,10169718.2202,647170.9228,27747.9246,0.0,0.0,0.0,19475079.9749,-12481.8515,16689874.7449,7168.0349,-10948.462,150.83376912,47004277.970800005,-10797.62823088,46993480.34256913
34,10135106.3331,642303.0825,27960.9315,0.0,0.0,0.0,19640897.2595,-12467.1493,16750822.4757,7233.9654,-10835.8365,148.76576496,47191856.8984,-10687.070735039999,47181169.827664964
35,10091205.7932,641702.5624,27754.9788,0.0,0.0,0.0,19555739.0751,-12726.5617,16732603.0246,7261.6329,-10651.6691,151.23263184,47043540.5053,-10500.43646816,47033040.06883184
36,10033212.1725,644066.6019,28039.6461,0.0,0.0,0.0,19518484.4441,-11989.1384,16741960.5504,7271.2128,-11063.8807,148.2895296,46961045.48940001,-10915.5911704,46950129.89822961
37,10069545.9497,640817.7966,27877.8343,0.0,0.0,0.0,19467388.422,-12188.2765,16558144.4622,7320.7783,-11364.9112,148.77946008,46758906.9666,-11216.13173992,46747690.83486008
38,10018920.7223,641127.092,28021.7076,0.0,0.0,0.0,19606576.7156,-12237.5101,16756994.8981,7281.4657,-11390.1211,146.06881199999998,47046685.091199994,-11244.052288,47035441.03891199
39,9999993.7695,637655.8158,27453.7015,0.0,0.0,0.0,19579404.9505,-12032.3546,16701909.6859,7373.5531,-10905.1964,145.40738688,46941759.1217,-10759.78901312,46930999.33268687
40,10052991.1305,645068.0226,27467.8276,0.0,0.0,0.0,19287399.7903,-11527.127,16755367.0799,7305.9341,-11307.025,146.33521992,46764072.65800001,-11160.68978008,46752911.96821993
41,10076425.9199,641564.5351,27506.7049,0.0,0.0,0.0,19491729.9152,-12003.8777,16885306.462,7347.8478,-11159.4506,150.43140576000002,47117877.5072,-11009.01919424,47106868.488005765
42,10052626.7015,641147.071,27574.1689,0.0,0.0,0.0,19534575.8793,-12200.8193,16794576.6214,7371.3921,-11232.5108,146.87222544,47045671.01489999,-11085.63857456,47034585.376325436
43,9981526.4808,640103.5558,28033.4117,0.0,0.0,0.0,19458362.219,-11776.715,16602010.2882,7442.036,-11291.0761,148.99009824,46705701.2765,-11142.08600176,46694559.19049824
44,10013953.1637,638180.7634,27860.0011,0.0,0.0,0.0,19444110.6577,-12339.9664,16720754.6448,7287.2527,-10963.913,146.71760111999998,46839806.517,-10817.19539888,46828989.321601115
45,9950883.2431,640181.3559,27901.4065,0.0,0.0,0.0,19405671.9196,-11830.147,16745301.2619,7414.65,-11392.8749,149.93682624,46765523.69,-11242.93807376,46754280.751926236
46,10152469.9216,643873.8885,27850.2387,0.0,0.0,0.0,19224316.1533,-12491.38,16725232.3806,7187.0455,-11097.0218,149.44323744,46768438.2482,-10947.57856256,46757490.66963744
47,10092279.001,640810.5956,28068.4769,0.0,0.0,0.0,19537902.7169,-12131.2055,16771903.245,7207.2874,-11335.4421,146.37582432000002,47066040.1173,-11189.06627568,47054851.05102431
48,10173231.0726,640801.9079,27900.4233,0.0,0.0,0.0,19564854.7375,-12276.3086,16673063.2916,7075.5403,-10753.3951,147.22291008,47074650.6646,-10606.17218992,47064044.49241008
49,9993979.1338,638663.7259,27972.6523,0.0,0.0,0.0,19657728.7383,-12322.0068,16891943.0811,7365.4798,-11158.7334,147.03958152,47205330.8044,-11011.693818479998,47194319.11058152

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,9999498.7027,643270.9361,28058.619,0.0,0.0,0.0,19404783.4622,-12268.0988,16814371.3922,7458.9549,-10818.4244,147.78746352,46885173.9683,-10670.63693648,46874503.33136352
1,10058694.4071,642556.9041,28080.615,0.0,0.0,0.0,19366941.1207,-12671.089,16771603.6063,7372.7029,-10821.0906,147.96135647999998,46862578.2671,-10673.12924352,46851905.13785648
2,10060762.5149,646592.7031,28013.1213,0.0,0.0,0.0,19552924.5008,-12977.1164,16810410.7325,7444.3433,-10472.3904,147.11059727999998,47093170.7995,-10325.27980272,47082845.519697286
3,10060511.4435,644674.7463,28089.0644,0.0,0.0,0.0,19633837.1683,-12365.1602,16585924.968,7519.4001,-10838.8464,146.68140599999998,46948191.6304,-10692.164994,46937499.465406
4,10042653.7608,642311.4032,27830.5629,0.0,0.0,0.0,19547455.1222,-12178.7056,16732106.051,7327.1117,-10732.6516,149.47402608,46987505.3062,-10583.177573919998,46976922.12862607
5,10160046.2129,644491.2347,27943.6556,0.0,0.0,0.0,19428994.7397,-12250.7271,16633199.1963,7358.952,-11071.5045,150.83301024,46889783.2641,-10920.67148976,46878862.59261024
6,10110560.4095,645257.9474,27858.1127,0.0,0.0,0.0,19515126.3696,-12272.8746,16795461.1592,7322.4127,-11103.9956,149.82365592,47089313.5365,-10954.17194408,47078359.36455592
7,10152537.9822,643949.5046,27882.1479,0.0,0.0,0.0,19387801.0131,-12017.0855,16634492.8715,7421.9356,-11301.9311,150.0139764,46842068.369399995,-11151.9171236,46830916.452276394
8,10124967.308,643893.3755,28030.7094,0.0,0.0,0.0,19520200.5091,-11959.1747,16702631.6353,7476.5017,-11571.2354,153.56708352,47015240.8643,-11417.66831648,47003823.19598352
9,10045554.6045,642721.7627,28084.4701,0.0,0.0,0.0,19601517.3256,-12166.42,16789646.065,7325.094,-11203.4524,151.63757280000002,47102682.90189999,-11051.8148272,47091631.0870728
10,10012362.9205,644812.4543,27911.6992,0.0,0.0,0.0,19385369.7746,-12226.3342,16724524.1844,7409.3618,-11245.5309,151.24877568,46790164.0606,-11094.28212432,46779069.77847568
11,9971334.6222,639891.1853,28232.9938,0.0,0.0,0.0,19343308.7806,-12386.4545,16708498.1492,7479.832,-11167.7327,151.13309616,46686359.108600006,-11016.59960384,46675342.50899617
12,10012063.6002,638323.4024,28094.2543,0.0,0.0,0.0,19401300.8272,-12480.5543,16752530.794,7604.1326,-11238.6994,148.15221767999998,46827436.4564,-11090.547182319999,46816345.90921768
13,10102348.4178,642278.4183,28188.1753,0.0,0.0,0.0,19563364.3189,-12798.8468,16755870.8786,7465.2765,-10731.5786,147.15047592,47086716.63860001,-10584.428124080001,47076132.21047593
14,10044724.2205,642972.5351,28139.6382,0.0,0.0,0.0,19478532.2497,-12479.9264,16704097.9771,7588.5799,-10873.6957,147.32487576,46893575.2741,-10726.37082424,46882848.90327576
15,10045649.158,640320.5844,27867.9871,0.0,0.0,0.0,19535086.9749,-12523.1403,16832374.7852,7398.9616,-11184.5613,149.03448768,47076175.310899995,-11035.526812319998,47065139.78408767
16,10021111.4219,638837.0865,28234.649,0.0,0.0,0.0,19660255.3182,-12609.209,16573726.0003,7460.4139,-10878.6046,147.67865136,46917015.680800006,-10730.92594864,46906284.75485137
17,10131152.1378,644354.7841,28060.7829,0.0,0.0,0.0,19675446.0826,-12314.954,16731233.1417,7406.1346,-11244.162,151.64305488,47205338.109699994,-11092.51894512,47194245.590754874
18,10101880.0367,641668.4103,27837.302,0.0,0.0,0.0,19490373.4088,-12100.0,16766653.6377,7504.8273,-11074.7131,150.71309928,47023817.62279999,-10924.000000720001,47012893.62279927
19,10072881.2019,642882.1243,27878.612,0.0,0.0,0.0,19568584.7896,-12059.0207,16727324.1151,7459.7771,-11196.1925,150.73826688,47034951.5993,-11045.45423312,47023906.14506687
20,10133878.2246,644447.3691,27831.7276,0.0,0.0,0.0,19570967.8864,-12348.734,16690971.4498,7329.743,-11164.6192,149.97203856,47063077.6665,-11014.64716144,47052063.01933856
21,10184116.8821,643947.9654,27912.3415,0.0,0.0,0.0,19403141.4104,-11995.853,16764342.8716,7489.53,-11013.2068,145.38612312,47018955.148,-10867.82067688,47008087.327323124
22,10085265.4251,643661.0915,27923.6289,0.0,0.0,0.0,19512919.512,-11907.0343,16557575.1859,7339.6643,-11267.0558,149.2370928,46822777.473400004,-11117.8187072,46811659.65469281
23,10061184.7123,642531.4278,27880.7099,0.0,0.0,0.0,19509753.3086,-11836.7717,16709344.0908,7432.9162,-11345.0475,148.59955944,46946290.3939,-11196.447940560001,46935093.94595944
24,10111855.9061,647008.3677,27790.3132,0.0,0.0,0.0,19406026.7829,-12192.0869,16759575.069,7337.0837,-11131.8089,147.97068264,46947401.43570001,-10983.83821736,46936417.59748265
25,10032951.7849,641771.844,27856.2632,0.0,0.0,0.0,19559344.6181,-11619.7538,16669670.8329,7438.7556,-11010.2402,147.43368,46927414.3449,-10862.80652,46916551.53838
26,10031377.8643,640782.1665,27863.5221,0.0,0.0,0.0,19556505.1944,-12457.496,16669457.2805,7342.5287,-11017.7209,149.51523096,46920871.0605,-10868.20566904,46910002.854830965
27,10080856.9278,642776.6309,27701.2977,0.0,0.0,0.0,19443507.7664,-12400.7649,16626362.1243,7172.1784,-10690.2566,147.4059816,46815976.1606,-10542.8506184,46805433.3099816
28,10158542.8224,645155.9719,27747.8088,0.0,0.0,0.0,19637811.2005,-12398.0045,16777312.0091,7143.9897,-10866.8213,144.90962136,47241315.7979,-10721.911678639999,47230593.88622136
29,10183667.2756,643228.4484,28038.6103,0.0,0.0,0.0,19640275.9368,-12579.778,16732788.394,7162.5156,-10795.2702,147.51835488,47222581.4027,-10647.751845120001,47211933.65085488
30,10243646.2719,647083.4695,27720.6104,0.0,0.0,0.0,19433619.5595,-12475.148,16569232.9719,7237.1896,-10973.2935,150.96752928,46916064.9248,-10822.32597072,46905242.598829284
31,10086100.0495,644420.7492,27951.8326,0.0,0.0,0.0,19552458.8042,-12745.4993,16627725.0905,7275.3164,-10879.477,145.52219807999998,46933186.343100004,-10733.954801920001,46922452.38829809
32,10242632.2746,648888.9483,27986.6575,0.0,0.0,0.0,19507146.4504,-12279.7403,16821370.3246,7155.7318,-11170.4652,150.8396004,47242900.64689999,-11019.6255996,47231881.02130039
33,10169674.9355,647120.8869,27728.1889,0.0,0.0,0.0,19475052.3332,-12484.1743,16689860.9535,7162.5686,-10985.6115,151.7795424,47004115.6923,-10833.831957600001,46993281.8603424
34,10135069.0055,642255.3293,27939.4864,0.0,0.0,0.0,19640660.7442,-12481.1598,16750809.331,7232.9066,-10868.0342,149.6430756,47191485.643199995,-10718.3911244,47180767.2520756
35,10091167.7847,641656.4171,27735.7556,0.0,0.0,0.0,19555747.0145,-12732.9174,16732590.7007,7257.4628,-10689.2955,152.39639304,47043422.218,-10536.89910696,47032885.31889304
36,10033164.7631,644019.1792,28019.6334,0.0,0.0,0.0,19518429.1073,-12004.2156,16741944.506,7268.356,-11099.6028,149.09779944,46960841.329399996,-10950.50500056,46949890.82439944
37,10069504.6338,640769.1103,27859.5652,0.0,0.0,0.0,19467397.2185,-12200.7383,16558129.5032,7316.9717,-11390.4864,149.59725624,46758776.2644,-11240.88914376,46747535.37525624
38,10018872.2906,641079.1396,28003.7889,0.0,0.0,0.0,19606442.6517,-12251.09,16756980.4365,7280.1137,-11422.8492,146.87300592,47046407.331,-11275.97619408,47035131.35480592
39,9999948.6329,637608.4741,27433.8206,0.0,0.0,0.0,19579391.4158,-12048.8823,16701896.213,7367.3871,-10934.7899,146.53293336000002,46941597.0612,-10788.25696664,46930808.804233365
40,10052939.2565,645027.7596,27449.0476,0.0,0.0,0.0,19287134.2886,-11538.4229,16755352.9386,7301.9468,-11335.0552,147.4306056,46763666.8148,-11187.6245944,46752479.1902056
41,10076380.9769,641517.6891,27485.7474,0.0,0.0,0.0,19491486.9401,-12019.2574,16885292.6629,7346.1321,-11196.8605,151.38177696,47117490.891100004,-11045.478723040002,47106445.41237696
42,10052588.7827,641103.3066,27556.7785,0.0,0.0,0.0,19534560.3323,-12199.5802,16794561.9306,7367.3341,-11264.8552,147.90358655999998,47045538.8846,-11116.95161344,47034421.93298656
43,9981482.5734,640058.8804,28015.5643,0.0,0.0,0.0,19458271.6623,-11773.3619,16601997.7254,7433.7224,-11328.3566,150.01082064000002,46705486.7663,-11178.34577936,46694308.42052064
44,10013897.8351,638132.6589,27838.7765,0.0,0.0,0.0,19444103.8429,-12339.0064,16720741.0236,7282.4563,-10995.6362,148.17164472000002,46839657.5869,-10847.464555280001,46828810.12234472
45,9950840.1765,640134.6619,27877.5313,0.0,0.0,0.0,19405602.7016,-11831.6844,16745289.4073,7408.3103,-11434.0846,151.186482,46765321.1045,-11282.898118000001,46754038.206382
46,10152426.1516,643830.6213,27828.6734,0.0,0.0,0.0,19224200.2504,-12498.3332,16725219.5373,7173.7712,-11121.0575,150.31414296,46768180.672,-10970.74335704,46757209.92864296
47,10092241.621,640762.2805,28047.0447,0.0,0.0,0.0,19537925.4669,-12132.6224,16771891.0733,7205.3704,-11354.5734,147.10423752,47065940.23439999,-11207.46916248,47054732.76523751
48,10173188.4525,640749.6805,27881.2226,0.0,0.0,0.0,19564762.8416,-12277.7513,16673053.3004,7072.9313,-10784.0246,148.07815128,47074430.6776,-10635.94644872,47063794.731151275
49,9993938.3966,638607.319,27951.4574,0.0,0.0,0.0,19657697.5651,-12336.5837,16891929.5021,7367.0898,-11190.245,148.11757848,47205154.7463,-11042.127421520001,47194112.61887848

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,44.8864,49.4471,21.0242,0.0,0.0,0.0,-4.5843,6.6476,11.6911,-2.7341,-19.8732,3.4526383199999997,126.378,-16.420561680000002,109.95743832000001
1,36.204,45.5202,18.8797,0.0,0.0,0.0,-2.5192,-3.0529,13.7922,6.9854,-17.2751,3.4319599199999997,115.8094,-13.843140079999998,101.96625992
2,45.6545,42.1123,22.756,0.0,0.0,0.0,-5.0512,-1.7698,13.8209,4.7463,-17.2541,3.39556248,122.26899999999999,-13.85853752,108.41046247999998
3,34.5909,43.4929,21.5936,0.0,0.0,0.0,-3.4469,-0.7263,11.9316,4.0893,-18.5732,3.45488976,111.5251,-15.11831024,96.40678976
4,44.6815,54.1954,20.7492,0.0,0.0,0.0,-3.7032,2.0344,11.7203,0.9533,-18.2428,3.5236015199999997,130.63090000000003,-14.71919848,115.91170152000002
5,36.2171,53.3143,20.1302,0.0,0.0,0.0,-4.9327,1.7133,14.8526,0.9807,-17.2947,3.43606824,122.27550000000001,-13.858631759999998,108.41686824000001
6,45.6846,49.1809,17.845,0.0,0.0,0.0,-3.9969,2.1621,11.6914,-2.02,-17.3244,3.44800512,120.5471,-13.876394880000001,106.67070512000001
7,36.4618,44.8581,18.828,0.0,0.0,0.0,-1.3523,2.2226,14.3262,-0.2535,-18.032,3.45615192,115.09089999999999,-14.57584808,100.51505191999999
8,41.1023,52.2886,19.9993,0.0,0.0,0.0,-2.4766,1.8402,12.4252,1.0446,-17.7243,3.4812914399999997,126.2236,-14.24300856,111.98059144000001
9,34.277,46.2366,18.4621,0.0,0.0,0.0,-3.1136,-1.1707,13.2053,5.1575,-17.882,3.44293848,113.05419999999998,-14.439061520000001,98.61513847999997
10,45.0506,43.0333,21.5971,0.0,0.0,0.0,-3.7508,-2.2253,13.0993,4.2978,-17.3975,3.38252688,121.10199999999999,-14.01497312,107.08702688
11,40.8021,50.3776,19.1276,0.0,0.0,0.0,-2.9845,0.2458,14.9655,1.4178,-18.0749,3.46125384,123.95190000000001,-14.61364616,109.33825384000001
12,38.4275,44.8796,19.5326,0.0,0.0,0.0,-3.9171,-2.5881,13.4084,4.9418,-17.8563,3.3374159999999997,114.6847,-14.518884000000002,100.165816
13,46.8964,40.3375,18.4886,0.0,0.0,0.0,-0.5684,-0.8466,14.8251,4.9423,-17.5232,3.44008008,124.07490000000003,-14.08311992,109.99178008000003
14,52.7751,42.9445,19.1779,0.0,0.0,0.0,-3.3182,1.1076,12.0874,-0.1689,-17.6248,3.4485674399999997,124.60540000000002,-14.17623256,110.42916744000001
15,41.6134,42.3917,21.2328,0.0,0.0,0.0,-2.2161,-3.4229,14.056,6.1718,-15.8349,3.3960931199999997,119.8267,-12.43880688,107.38789312
16,47.2409,42.4728,21.0879,0.0,0.0,0.0,-2.7821,-1.0932,11.862,3.4659,-17.7061,3.39332112,122.25420000000001,-14.31277888,107.94142112
17,40.7818,48.6169,19.4109,0.0,0.0,0.0,-3.94,1.1248,11.9321,1.1876,-18.4078,3.5205091200000003,119.1141,-14.887290880000002,104.22680912
18,41.2535,44.4597,19.1036,0.0,0.0,0.0,-2.2363,-0.7196,15.4452,1.7507,-17.0166,3.41955648,119.0568,-13.59704352,105.45975648
19,32.8297,44.2924,21.5641,0.0,0.0,0.0,-4.2708,3.2712,13.7799,2.1033,-18.0056,3.41152992,113.5698,-14.594070080000002,98.97572992
20,41.9775,45.462,19.0902,0.0,0.0,0.0,-2.4715,-0.4006,14.1654,4.2445,-17.6076,3.35394216,122.06750000000001,-14.253657840000002,107.81384216000001
21,43.67,45.403,18.5718,0.0,0.0,0.0,-1.5427,0.3679,12.4158,2.3495,-17.7581,3.43111896,121.23530000000002,-14.32698104,106.90831896000003
22,37.3759,41.9688,15.296,0.0,0.0,0.0,-2.6413,-1.9707,14.2877,3.5189,-16.8253,3.33801216,107.83530000000002,-13.487287839999999,94.34801216000002
23,39.071,47.3564,20.6221,0.0,0.0,0.0,-4.0254,0.9678,12.0363,2.1097,-17.8911,3.42332784,118.1379,-14.467772160000003,103.67012784
24,55.639,44.6614,19.5776,0.0,0.0,0.0,-4.5562,-2.3562,13.4306,5.6901,-16.497,3.2777819999999998,132.0863,-13.219218,118.867082
25,38.0789,51.9657,18.6577,0.0,0.0,0.0,-3.0356,-2.6219,16.2888,4.5925,-16.7989,3.362526,123.9261,-13.436374,110.489726
26,44.3629,44.3909,20.4639,0.0,0.0,0.0,-4.4931,-2.2477,11.8602,5.2875,-17.0643,3.40062408,119.62460000000002,-13.66367592,105.96092408000001
27,41.9797,46.7465,21.1281,0.0,0.0,0.0,-3.8437,-2.1138,12.7391,5.2933,-18.7817,3.35005344,121.92920000000002,-15.43164656,106.49755344000002
28,47.0557,48.2409,21.0978,0.0,0.0,0.0,-3.555,-2.0899,13.6098,5.2338,-17.2523,3.40595424,129.59310000000002,-13.846345760000002,115.74675424000002
29,43.5203,47.7277,19.6368,0.0,0.0,0.0,-4.177,1.561,14.4003,1.724,-17.494,3.4703784,124.3931,-14.0236216,110.3694784
30,46.5341,39.2211,18.0555,0.0,0.0,0.0,-4.7298,0.7704,13.0306,3.0813,-17.4876,3.51045864,115.9632,-13.977141360000001,101.98605864
31,40.2487,48.903,19.1034,0.0,0.0,0.0,-5.1414,0.6467,13.3415,-1.3244,-16.0128,3.2401115999999996,115.77749999999999,-12.7726884,103.0048116
32,39.9206,49.1444,19.7736,0.0,0.0,0.0,-4.0145,1.2608,13.3797,0.7058,-17.4164,3.399156,120.1704,-14.017244,106.15315600000001
33,43.2846,50.0358,19.7358,0.0,0.0,0.0,-4.0927,-0.8033,13.7914,5.4663,-17.0322,3.3987052799999997,127.41790000000002,-13.63349472,113.78440528000002
34,37.3276,47.7532,21.4451,0.0,0.0,0.0,-2.3746,1.8757,13.1447,1.0587,-17.9535,3.41589456,120.23039999999999,-14.537605439999998,105.69279455999998
35,38.0085,46.1453,19.2233,0.0,0.0,0.0,-4.6256,-1.2043,12.3239,4.1701,-17.4651,3.4116249599999997,114.04119999999998,-14.05347504,99.98772495999997
36,47.4094,47.4227,20.0127,0.0,0.0,0.0,-4.6688,-1.0519,16.0444,2.8568,-17.0921,3.4120692,128.0253,-13.680030799999999,114.34526919999999
37,41.3159,48.6863,18.2691,0.0,0.0,0.0,-5.094,-1.2861,14.959,3.8066,-16.5508,3.4106183999999997,120.6568,-13.140181599999998,107.51661840000001
38,48.4317,47.9524,17.9187,0.0,0.0,0.0,-5.3047,0.0269,14.4616,1.352,-17.5895,3.40271928,124.8386,-14.186780720000002,110.65181928
39,45.1366,47.3417,19.8809,0.0,0.0,0.0,-1.8124,-1.9929,13.4728,6.166,-17.541,3.35354976,128.1927,-14.18745024,114.00524976
40,51.874,40.263,18.78,0.0,0.0,0.0,-3.1714,0.0897,14.1413,3.9873,-17.7011,3.3892776,125.9639,-14.3118224,111.6520776
41,44.943,46.846,20.9575,0.0,0.0,0.0,-2.583,-0.5879,13.7991,1.7157,-16.4078,3.2692701599999996,125.09039999999997,-13.138529840000002,111.95187015999998
42,37.9188,43.7644,17.3904,0.0,0.0,0.0,-3.5602,-0.2203,14.6908,4.058,-18.0356,3.3701875199999995,114.0419,-14.665412479999999,99.37648752
43,43.9074,44.6754,17.8475,0.0,0.0,0.0,-5.2682,-4.1348,12.5627,8.3136,-18.1599,3.45572208,117.9036,-14.70417792,103.19942207999999
44,55.3287,48.1045,21.2246,0.0,0.0,0.0,-4.9311,-3.9332,13.6211,4.7964,-15.8266,3.27741048,134.211,-12.549189519999999,121.66181048000001
45,43.0667,46.694,23.8752,0.0,0.0,0.0,-4.5883,-2.2403,11.8546,6.3397,-17.6123,3.3376392,125.00159999999998,-14.274660800000001,110.72693919999998
