GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
6,15433037.4177,940114.3425,42127.8415,0.0,0.0,0.0,26764464.4169,-14038.5956,23287379.8422,5019.8146,-21325.937,236.92075703999998,66458105.0798,-21089.016242960002,66437016.06355704
7,15434158.8752,938421.0175,42409.4943,0.0,0.0,0.0,26755955.3579,-14268.3851,23359395.5923,5316.6514,-21137.789,238.88160648,66521388.60350001,-20898.90739352,66500489.69610649
8,15518595.0686,948474.1874,42528.0774,0.0,0.0,0.0,26877800.4059,-14152.321,23465554.7567,5402.5181,-21009.3924,236.2114188,66844202.693100005,-20773.1809812,66823429.51211881
9,15432087.8259,946716.4031,42205.2203,0.0,0.0,0.0,26678205.7419,-14148.4901,23479114.5291,5491.3202,-21109.7643,238.56301584000002,66569672.55040001,-20871.201284159997,66548801.34911585
10,15268551.9969,941172.0737,42344.1807,0.0,0.0,0.0,26682736.7159,-14474.8054,23253256.8681,5582.5557,-20543.8073,232.30013832,66179169.585599996,-20311.50716168,66158858.07843831
11,15269753.8216,937235.8345,42513.4091,0.0,0.0,0.0,26729483.7334,-14287.7052,23596518.7793,5464.1922,-20678.9511,233.11783512,66566682.06489999,-20445.83326488,66546236.23163511
12,15388467.9901,945977.7032,42206.5694,0.0,0.0,0.0,26779422.6736,-14528.0656,23466904.3803,5536.422,-20754.4497,233.67801096,66613987.67299999,-20520.77168904,66593466.90131096
13,15415306.6371,942946.031,42164.4531,0.0,0.0,0.0,26682169.7647,-13560.8885,23294333.2442,5399.5605,-21275.576,232.45349327999998,66368758.8021,-21043.12250672,66347715.67959329
14,15268801.9139,937666.1307,42186.6004,0.0,0.0,0.0,26833759.9059,-14106.492,23468367.5473,5291.9216,-21049.4007,230.33314943999997,66541967.527799994,-20819.067550559997,66521148.46024943
15,15214550.4907,938836.2849,42187.6146,0.0,0.0,0.0,26951250.2325,-14471.1526,23614728.3459,5273.999,-20556.9771,230.0682636,66752355.815000005,-20326.9088364,66732028.9061636
16,15287265.7109,939904.6938,42443.9198,0.0,0.0,0.0,26742626.4056,-14384.1957,23549065.365,5243.5584,-20646.9379,231.07530599999998,66552165.45779999,-20415.862594000002,66531749.59520599
17,15402658.4107,939867.6791,42516.1726,0.0,0.0,0.0,26808352.0468,-13955.2834,23451832.2559,5255.2443,-20859.177,231.83337527999998,66636526.526,-20627.34362472,66615899.18237528
18,15465877.9073,942312.6567,42139.5377,0.0,0.0,0.0,26711803.2085,-13934.027,23496591.108,5205.2877,-20952.1914,232.74246384,66649995.67889999,-20719.44893616,66629276.22996383
19,15480094.2293,942600.5318,42456.9108,0.0,0.0,0.0,26748632.3593,-14575.5431,23493022.722,5240.7122,-20748.7502,234.82504368,66697471.922299996,-20513.925156319998,66676957.99714367
20,15523985.7779,947029.5479,42237.7896,0.0,0.0,0.0,26793495.5165,-14375.8485,23507654.8913,5226.9862,-20333.8676,231.9237756,66805254.6609,-20101.9438244,66785152.717075594
21,15437377.2645,943663.2095,42400.2101,0.0,0.0,0.0,26919604.4171,-13800.0023,23443228.3959,5240.4519,-20561.2552,229.77000288,66777713.9467,-20331.48519712,66757382.46150288
22,15479159.1312,943574.1572,42028.2779,0.0,0.0,0.0,26831891.2436,-14556.262,23628363.5754,5288.3779,-20584.9515,229.77540359999998,66915748.5012,-20355.1760964,66895393.325103596
23,15340800.1109,936515.4431,42177.7418,0.0,0.0,0.0,26800367.7021,-13580.5694,23463301.9145,5317.8421,-21301.2365,233.46858168,66574900.18510001,-21067.767918319998,66553832.417181686
24,15397382.3279,941376.0421,41964.8208,0.0,0.0,0.0,26991542.3137,-14388.6208,23479421.9816,5193.2663,-20544.4285,231.93288432,66842492.1316,-20312.495615680004,66822179.635984324

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,40.286,49.9668,23.2906,0.0,0.0,0.0,-5.2787,3.8018,10.9693,0.6199,-18.3017,3.47913864,123.65570000000001,-14.82256136,108.83313864000002
1,50.4146,49.3215,19.13,0.0,0.0,0.0,-1.9899,9.0972,14.9825,-6.1613,-18.6563,3.50914896,134.79459999999997,-15.14715104,119.64744895999998
2,41.3735,51.3411,19.0045,0.0,0.0,0.0,-1.305,1.0282,12.147,2.3059,-17.8681,3.4745407200000002,125.89519999999999,-14.393559279999998,111.50164071999998
3,51.6433,50.7096,21.8603,0.0,0.0,0.0,-3.2009,4.2332,13.163,-2.4292,-17.1814,3.4345180799999997,135.9793,-13.74688192,122.23241808
4,32.1456,47.1986,22.405,0.0,0.0,0.0,-5.4269,0.6126,12.8168,4.9216,-18.3753,3.4593314399999997,114.6733,-14.91596856,99.75733144
5,42.7706,53.5266,22.6535,0.0,0.0,0.0,-5.2855,0.1052,13.3552,3.4835,-16.4958,3.4114535999999998,130.6091,-13.0843464,117.52475360000001
6,46.3512,46.6511,16.7469,0.0,0.0,0.0,-3.7952,1.3524,14.4967,1.8763,-17.5553,3.40507296,123.6794,-14.150227039999999,109.52917296
7,29.8154,46.7729,20.5575,0.0,0.0,0.0,-4.5623,7.0396,12.3,-2.5278,-19.2611,3.3636276,109.39530000000002,-15.897472399999998,93.49782760000002
8,42.4815,46.8665,20.4245,0.0,0.0,0.0,-2.4689,2.8683,12.9466,0.8747,-17.7152,3.34299096,123.9932,-14.37220904,109.62099096
9,39.0677,49.995,18.0183,0.0,0.0,0.0,-4.9792,5.1733,12.5689,-0.1756,-18.9592,3.44639304,119.66839999999999,-15.512806959999999,104.15559304
10,39.8108,45.4094,21.1068,0.0,0.0,0.0,-4.3017,2.4113,13.8566,-0.789,-16.5027,3.28429584,117.5042,-13.21840416,104.28579583999999
11,47.8687,50.8348,21.4591,0.0,0.0,0.0,-4.9805,2.8944,14.1356,0.6612,-18.2128,3.52857888,132.8733,-14.684221120000002,118.18907888
12,45.473,44.1568,20.5989,0.0,0.0,0.0,-4.213,4.4935,12.4738,0.1926,-18.2161,3.5461850399999997,123.17559999999999,-14.669914960000002,108.50568503999999
13,41.5283,50.1104,19.0971,0.0,0.0,0.0,-3.7434,2.6072,11.6616,4.9477,-19.5593,3.48544656,126.2089,-16.07385344,110.13504655999999
14,47.9383,49.0454,20.0207,0.0,0.0,0.0,-4.6405,7.8967,13.5204,-4.2347,-19.0215,3.29863464,129.5463,-15.72286536,113.82343464
15,40.3101,43.1831,19.3102,0.0,0.0,0.0,1.6709,3.151,12.534,0.834,-17.165,3.38579712,120.9933,-13.77920288,107.21409712000002
16,37.0103,48.8831,17.5846,0.0,0.0,0.0,-2.855,0.3456,14.2834,1.6772,-17.642,3.49258464,116.9292,-14.149415359999999,102.77978464
17,51.0841,42.7468,23.4286,0.0,0.0,0.0,-2.303,-0.4498,13.911,1.3166,-16.6877,3.2354064,129.7343,-13.452293599999999,116.28200639999999
18,37.1267,49.3707,18.6228,0.0,0.0,0.0,-3.143,-0.9938,14.2756,5.677,-17.7251,3.44892312,120.936,-14.276176880000001,106.65982312000001
19,34.4367,45.2853,18.274,0.0,0.0,0.0,-4.1924,-0.6889,12.902,3.3449,-17.3917,3.44601648,109.3616,-13.94568352,95.41591647999999
20,42.0017,45.4296,17.1055,0.0,0.0,0.0,-6.4077,0.227,13.4148,0.8,-16.2084,3.27553488,112.5709,-12.93286512,99.63803487999999
21,44.6154,48.2253,22.0434,0.0,0.0,0.0,-3.3234,2.8368,13.1153,0.5759,-19.2187,3.5140550399999997,128.0887,-15.70464496,112.38405503999999
22,45.8038,42.4008,21.8581,0.0,0.0,0.0,-1.8501,4.7667,14.0622,-0.4467,-17.9327,3.30035832,126.5948,-14.63234168,111.96245832000001
23,37.0675,39.2095,20.3557,0.0,0.0,0.0,-5.5114,0.6318,12.9982,0.8613,-16.401,3.38000328,105.6126,-13.02099672,92.59160328
24,39.7159,49.7615,21.728,0.0,0.0,0.0,-4.3324,0.6474,11.5207,3.4811,-18.4186,3.47850432,122.5222,-14.940095680000002,107.58210432

DELTA Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,-1.549722128402209e-09,5.289990667733946e-11,9.999999774024104e-05,0.0,0.0,0.0,-0.0039000005006792904,2.195499999999086,-1.8656258760074707e-09,-3.114175584073564e-13,-2.1859999999978577,2.220446049250313e-15,2.19170000218152,-2.1859999999949284,0.005699996875137003
1,0.00010000147819511085,0.00010000002477283942,-2.618349981275969e-12,0.0,0.0,0.0,-0.005500000363588331,-1.8275999999985544,-1.9371508841459217e-09,-6.652456363553938e-13,1.8484000000002112,3.2862601528904634e-14,-1.832900007581685,1.848399999998339,0.015499991125167867
2,-1.177191677470546e-09,7.786127298459178e-11,2.7355895326763857e-12,0.0,0.0,0.0,-0.003399997651577058,-4.256999999998955,-1.192095311353114e-10,2.9265478929119126e-13,4.25030000000001,7.199999956242209e-07,-4.260400005471695,4.2503007200022225,-0.010099282195284331
3,5.781615186606359e-10,0.00010000000670373765,2.8066438062523957e-13,0.0,0.0,0.0,-0.006399999892711783,-3.8649999999992026,2.5033948247710214e-09,9.999999971022078e-05,3.89450000000085,3.9968028886505635e-15,-3.8711999955058047,3.89449999999821,0.023300002189557745
4,3.963691597164143e-10,3.353761712787673e-12,9.999999630849743e-05,0.0,0.0,0.0,-0.0066999973118306855,-0.46620000000036965,9.999997615750544e-05,-3.2862601528904634e-13,0.5155999999991145,-2.842170943040401e-14,-0.47269999431371446,0.5155999999999388,0.04290000185542908
5,-0.0001000012964027519,9.92770310404012e-11,3.481659405224491e-13,0.0,0.0,0.0,-0.00440000113844885,-1.0780000000013708,1.0728840038609633e-10,2.76667577736589e-13,1.0835999999975137,1.5987211554602254e-14,-1.0824999967575195,1.0835999999954264,0.0011000115288624102
6,-5.483613563228573e-10,1.7323031897831243e-11,-9.999999919685365e-05,0.0,0.0,0.0,-0.004000002104044054,-2.8422999999986702,0.00010000171065271957,-9.999999939180881e-05,2.842300000000261,1.2434497875801753e-14,-2.8463999957084667,2.842300000002405,-0.00409999795432725
7,-9.999916851555213e-05,9.816147894525784e-11,0.0001000000000921375,0.0,0.0,0.0,-0.0036999996423725534,-2.2885000000005036,-2.980232949312267e-09,0.0001000000003594792,2.28970000000146,8.881784197001252e-16,-2.292100018847009,2.289700000001204,-0.0024000213123542835
8,-0.00010000006854227195,3.723243935382925e-12,9.912071163853398e-13,0.0,0.0,0.0,-0.0040000031948088655,-3.030800000000364,-2.4199486858833552e-09,9.999999959542372e-05,3.0321000000016234,8.881784197001252e-15,-3.0348000038385408,3.0320999999997564,-0.002700006661854104
9,4.798152986040805e-10,0.00010000005830335112,-3.9115377603593515e-12,0.0,0.0,0.0,-0.004200002121925728,-5.568599999998315,3.0398439321288606e-10,-4.860278846052779e-13,5.5624999999988525,-2.4424906541753444e-14,-5.572700004243842,5.562499999996781,-0.010200003694095017
10,1.025199480864103e-09,4.099831585335778e-12,-9.999999608822918e-05,0.0,0.0,0.0,-0.004599999356269535,-3.4116000000015165,1.4543530824084883e-09,2.4014124022642136e-13,3.408500000000455,-1.3322676295501878e-15,-3.416299994719026,3.4085000000001404,-0.007799992834407021
11,1.3887913041799038e-09,0.00010000001620369403,3.552713678800501e-14,0.0,0.0,0.0,-0.0038999966979025302,-4.5583999999988505,6.198881408181478e-10,-4.46753745109163e-13,4.550899999997213,2.6201263381153694e-14,-4.562199978995324,4.5508999999964725,-0.011299980330349513
12,-7.003535529293003e-10,-2.9771740628348198e-12,0.00010000000197862846,0.0,0.0,0.0,-0.004199999839067381,-2.8178000000002212,0.0001000014960759188,3.114175584073564e-13,2.815500000002789,1.199040866595169e-14,-2.821799986338604,2.8155000000016077,-0.006299988570717119
13,0.00010000018477285266,5.030642569181509e-12,-9.556799795973347e-13,0.0,0.0,0.0,-0.005599997973442239,-4.970700000001296,1.1563301427486294e-09,0.0001000000008248847,4.967299999999447,1.3766765505351941e-14,-4.976100000584125,4.967299999999575,-0.00880000336032083
14,5.036611128161894e-10,-0.00010000000204968273,-6.334488489301293e-12,0.0,0.0,0.0,-0.005399999886750884,-4.204699999999083,-1.1265282040540114e-09,2.4868995751603507e-14,4.198799999999377,7.200000200491274e-07,-4.210199995386603,4.1988007199984025,-0.011399273107187469
15,9.999831915052937e-05,2.383870878475136e-11,-1.0302869668521453e-13,0.0,0.0,0.0,-0.006300000214576773,-2.924200000001452,1.8477432917052283e-09,-9.999999946008753e-05,2.9384999999993298,6.661338147750939e-15,-2.93050000237227,2.938500000000701,0.008000001179084393
16,1.1295071544736857e-09,-2.2723156689608004e-11,9.999999943133275e-05,0.0,0.0,0.0,-0.006999999731779116,-2.622899999999741,-9.999882578881625e-05,8.43769498715119e-14,2.6340000000020076,1.8207657603852567e-14,-2.6298999850273077,2.634000000002139,0.004100011958939831
17,-1.3023608858020452e-09,8.08384470474266e-11,-7.212008767965017e-13,0.0,0.0,0.0,-0.002799998342990939,-2.4699999999996685,-9.99995172019652e-05,9.999999940046855e-05,2.467399999999138,1.6431300764452317e-14,-2.4728000064968967,2.46739999999833,-0.005400004159341165
18,8.374456683668541e-10,-0.00010000009257282727,-2.632560835991171e-12,0.0,0.0,0.0,-0.0037000022530557786,-3.8878999999999095,1.2159340201378654e-09,5.897504706808832e-13,3.8819999999981327,-3.907985046680551e-14,-3.8916999802589487,3.8819999999967862,-0.009699985744603623
19,9.999932646564957e-05,-9.999995790366256e-05,-9.999999986121111e-05,0.0,0.0,0.0,-0.004199997580051296,1.2832999999999504,2.5630004785170968e-09,0.00010000000025467415,-1.2797000000029044,-2.6645352591003757e-15,1.279099997544293,-1.2797000000026522,-0.0005999951314663576
20,8.374456683668541e-10,3.2223113066720543e-11,5.123013124830322e-12,0.0,0.0,0.0,-0.007299999105930155,-4.276300000000585,-5.543228098758846e-10,-7.276401703393276e-13,4.293000000001957,-7.199999934037749e-07,-4.283599994444842,4.292999280000599,0.009399287563923053
21,-4.559765898193291e-10,4.9176662741956534e-11,2.2950530365051236e-12,0.0,0.0,0.0,-0.017400002217292876,-5.819399999999366,-2.8610180891064374e-10,-1.8041124150158794e-13,5.980200000000522,1.687538997430238e-14,-5.836799997639645,5.980199999999744,0.14340000677296416
22,9.999970793472812e-05,-5.5131010867626173e-11,-2.3518964553659316e-12,0.0,0.0,0.0,-0.006900000774860304,-3.025999999999712,-9.999932050774873e-05,-4.191091917959966e-13,3.0388000000008795,-7.199999876306151e-07,-3.0329000027060573,3.0387992800018857,0.005899280271691509
23,8.195613077077724e-10,-2.7924329515371937e-12,7.105427357601002e-14,0.0,0.0,0.0,-0.009400001919269485,-1.5089999999989931,9.999729990894934e-05,4.831690603168681e-13,1.5388999999978985,-7.19999991627418e-07,-1.5183000130414968,1.5388992799973096,0.020599274941176304
24,1.8477663843441405e-10,2.2353674467012752e-11,-4.483524662646232e-12,0.0,0.0,0.0,-0.007200000530481532,-1.028099999999706,-0.0001000014662739801,-3.064215547965432e-14,1.0324000000028128,-1.509903313490213e-14,-1.0353999999284724,1.0324000000054987,-0.0030000007851782584


