GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
2,11291476.3902,697660.1694,29630.4441,0.0,0.0,0.0,18251602.6187,-7516.1178,16501935.2253,-2611.4479,-10869.6516,172.11828384,46762177.282000005,-10697.53331616,46751479.74868384
3,11239470.0967,697802.8028,29574.3535,0.0,0.0,0.0,18406875.6998,-8024.1161,16558769.6028,-2439.7527,-10847.5456,170.75432736,46922028.6868,-10676.791272639999,46911351.89552736
4,11168212.3135,698781.9686,29649.2749,0.0,0.0,0.0,18446946.4219,-7650.8769,16395806.5254,-2580.78,-10997.2976,171.6765336,46729164.8474,-10825.6210664,46718339.2263336
5,11254247.3233,702870.0161,29667.5861,0.0,0.0,0.0,18383636.9523,-7950.6523,16463681.4897,-2558.4571,-10553.139,168.8881032,46823594.25810001,-10384.250896799998,46813210.007203214
6,11098165.1257,698162.0777,29228.9188,0.0,0.0,0.0,18317775.3792,-7585.0283,16426234.3518,-2447.4175,-11053.3056,173.69862696,46559533.407400005,-10879.60697304,46548653.80042696
7,11064121.4834,700916.3566,29768.23,0.0,0.0,0.0,18470504.6376,-7442.0992,16475109.8963,-2418.6233,-11015.9858,171.30872592,46730559.881400004,-10844.67707408,46719715.20432593
8,11278917.7807,699752.397,29710.7351,0.0,0.0,0.0,18211920.8599,-7667.9698,16543974.0779,-2702.8939,-10825.6151,170.91105336,46753904.9869,-10654.704046640001,46743250.282853365
9,11219524.5001,703575.106,29783.6969,0.0,0.0,0.0,18365568.4457,-7577.3246,16382017.8245,-2528.4772,-11152.6415,172.25750951999999,46690363.7714,-10980.38399048,46679383.387409516
10,11291219.5809,700742.7427,30078.3571,0.0,0.0,0.0,18275901.9093,-7204.5685,16677917.0826,-2732.9151,-11267.3188,173.77170192,46965922.188999996,-11093.547098079998,46954828.64190191
11,11292224.5965,699679.8961,29946.7616,0.0,0.0,0.0,18277556.9949,-7326.8551,16456606.0173,-2763.4391,-11003.2601,172.14319007999998,46745923.972200006,-10831.11690992,46735092.855290085
12,11229547.7896,700066.3063,29886.873,0.0,0.0,0.0,18247400.6035,-7374.324,16467236.059,-2648.4966,-11064.0706,169.01966448,46664114.8108,-10895.05093552,46653219.75986448
13,11205046.3879,699592.9391,29831.336,0.0,0.0,0.0,18399563.4033,-7563.288,16356561.3004,-2448.7935,-11030.7879,172.77572591999999,46680583.2852,-10858.012174079999,46669725.27302592
14,11168181.088,698512.5027,29767.7825,0.0,0.0,0.0,18488689.1913,-7720.1288,16424315.8837,-2504.442,-11047.8178,171.04159368,46799241.877399996,-10876.77620632,46788365.101193674
15,11247554.6233,701048.6118,30172.0245,0.0,0.0,0.0,18249380.3398,-7222.1118,16334251.1661,-2431.8723,-11072.9957,173.734758,46552752.781399995,-10899.260941999999,46541853.52045799
16,11126808.3567,695459.6182,30104.6894,0.0,0.0,0.0,18355019.4731,-7816.8414,16487301.0263,-2311.1008,-11031.3603,170.14648104,46684565.2215,-10861.213818960001,46673704.00768104
17,11056900.3491,697348.5079,29847.3207,0.0,0.0,0.0,18310577.5695,-7388.4422,16448287.4204,-2274.1503,-11001.5652,169.93979208,46533298.57509999,-10831.625407919999,46522466.94969207
18,11109038.0949,698681.0388,30019.904,0.0,0.0,0.0,18409725.9389,-7619.6021,16582310.7754,-2522.8951,-11066.2663,171.86419152,46819633.2548,-10894.402108479999,46808738.85269152
19,11140420.5958,697753.8042,30085.0231,0.0,0.0,0.0,18489035.3075,-7631.2511,16359021.239,-2394.5053,-10957.5261,171.05169384,46706290.2132,-10786.47440616,46695503.73879384
20,11243345.8545,698373.5106,29896.6547,0.0,0.0,0.0,18301282.0854,-7326.1045,16388925.6909,-2629.5675,-11020.0026,172.9064124,46651868.1241,-10847.0961876,46641021.0279124
21,11218420.5732,699957.1883,29711.5213,0.0,0.0,0.0,18150516.999,-6994.3063,16364248.8033,-2647.473,-11194.6194,174.14909495999999,46453213.305800006,-11020.47030504,46442192.835494965
22,11131207.2519,698765.0149,29726.5412,0.0,0.0,0.0,18453798.8393,-7675.4264,16433176.1161,-2438.1627,-11181.5335,174.99891816,46736560.17430001,-11006.53458184,46725553.63971817
23,11154668.1219,699127.3875,29625.6708,0.0,0.0,0.0,18290506.251,-7316.0444,16496171.1419,-2560.4918,-11338.8442,171.33886728000002,46660222.03689999,-11167.50533272,46649054.53156727
24,11116124.1252,699082.5984,29804.9458,0.0,0.0,0.0,18435836.4532,-7316.2433,16399512.6697,-2427.8405,-11431.9802,169.69547448,46670616.70850001,-11262.28472552,46659354.423774496

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,37.6292,52.877,20.7753,0.0,0.0,0.0,-5.0646,4.1802,13.8434,0.5149,-18.6485,3.493602,124.75540000000001,-15.154898,109.600502
1,52.6737,43.61,17.8036,0.0,0.0,0.0,-3.8183,5.9302,14.5255,-5.1295,-16.597,3.3937653599999997,125.5952,-13.203234640000002,112.39196536
2,34.613,44.608,18.6088,0.0,0.0,0.0,-2.1092,0.4758,15.333,3.9166,-17.0375,3.4144523999999996,115.44600000000001,-13.623047600000001,101.8229524
3,36.9027,46.9581,21.125,0.0,0.0,0.0,-5.6915,0.9618,13.2186,0.5692,-17.1151,3.30985728,114.0439,-13.805242720000003,100.23865728
4,35.5936,44.8554,19.6952,0.0,0.0,0.0,-3.7908,-1.9366,10.7791,1.7172,-16.9437,3.37392864,106.91310000000001,-13.56977136,93.34332864000001
5,43.9271,49.8212,19.0436,0.0,0.0,0.0,-5.9266,-2.288,14.2423,3.5254,-17.0945,3.31699608,122.34500000000001,-13.777503920000001,108.56749608000001
6,39.6724,49.2108,19.5753,0.0,0.0,0.0,-4.0943,3.7149,15.2934,-0.0586,-18.9837,3.45124656,123.3139,-15.53245344,107.78144656
7,37.8953,41.3845,17.8496,0.0,0.0,0.0,-4.0444,1.2613,13.283,2.3576,-18.4131,3.47656536,109.9869,-14.93653464,95.05036536
8,45.6321,48.6751,19.2235,0.0,0.0,0.0,-5.4681,-3.8356,11.4223,4.6371,-15.8832,3.309984,120.28640000000001,-12.573216,107.71318400000001
9,44.9945,48.6428,18.816,0.0,0.0,0.0,-4.6161,-0.1635,12.3681,-0.5615,-16.2332,3.27323808,119.48030000000001,-12.95996192,106.52033808000002
10,52.9465,49.4105,21.5394,0.0,0.0,0.0,-2.3628,-1.4791,16.5524,4.8017,-15.8639,3.30637248,141.4086,-12.557527519999999,128.85107248
11,38.7085,44.984,18.2419,0.0,0.0,0.0,-3.08,-1.3464,15.639,4.5785,-17.3436,3.37716864,117.7255,-13.966431359999998,103.75906864
12,37.0804,44.8642,20.0139,0.0,0.0,0.0,-4.6792,2.8391,12.9043,-0.7087,-16.3998,3.40213176,112.314,-12.99766824,99.31633176
13,51.1799,41.3382,15.8905,0.0,0.0,0.0,-4.3354,1.8513,13.2813,2.6973,-17.9735,3.44100816,121.90310000000001,-14.532491840000002,107.37060816
14,43.1453,45.0174,19.7727,0.0,0.0,0.0,-5.5861,1.2892,13.9309,-1.2489,-16.4026,3.3279379199999997,116.32049999999998,-13.07466208,103.24583791999997
15,48.0013,49.6739,19.7143,0.0,0.0,0.0,-5.888,2.0938,13.107,0.348,-17.3437,3.42766152,127.0503,-13.916038479999997,113.13426152
16,50.9694,44.861,22.7572,0.0,0.0,0.0,-4.0982,-2.2522,13.7144,4.026,-15.4011,3.26217672,129.9776,-12.13892328,117.83867672
17,43.1414,45.7671,18.3266,0.0,0.0,0.0,-1.7719,0.0788,12.9168,2.2523,-17.1773,3.47295312,120.7111,-13.70434688,107.00675312
18,43.8448,45.055,19.0413,0.0,0.0,0.0,-3.7823,2.0593,11.999,2.1709,-17.5027,3.49331472,120.38799999999999,-14.00938528,106.37861471999999
19,41.3311,42.3111,20.1069,0.0,0.0,0.0,-5.6868,-3.1376,14.6556,4.665,-16.1109,3.3327899999999997,114.2453,-12.778110000000002,101.46719
20,47.1709,41.3216,16.4044,0.0,0.0,0.0,-1.3697,-0.5978,12.9533,3.4536,-16.6448,3.38649264,119.3363,-13.25830736,106.07799263999999
21,35.8378,41.1911,17.575,0.0,0.0,0.0,-3.2551,-0.7013,13.7432,1.1897,-16.0847,3.4173108,105.5804,-12.667389200000002,92.9130108
22,46.127,55.4376,22.0937,0.0,0.0,0.0,-5.2979,-5.6411,14.2723,5.253,-15.7932,3.36100968,132.24460000000002,-12.43219032,119.81240968000002
23,34.1133,47.3247,19.5876,0.0,0.0,0.0,-5.0612,-1.9317,13.2598,2.1886,-15.2512,3.28908456,109.48109999999998,-11.962115440000002,97.51898455999999
24,39.0245,48.8038,19.4078,0.0,0.0,0.0,-3.0167,-5.0477,13.4194,5.6358,-15.8665,3.2993136,118.22690000000001,-12.5671864,105.65971360000002

DELTA Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL
0,3.1590730031894054e-10,9.999992511922073e-05,1.1510792319313623e-12,0.0,0.0,0.0,-0.25279999726414637,-0.6094999999997848,-3.367670586840177e-10,1.2512213487525514e-13,2.683999999999955,9.769962616701378e-15,-0.8621999899387447,2.6839999999986013,1.821800007675165
1,1.090768364520045e-09,-1.396927018504357e-11,-0.0001000000018329672,0.0,0.0,0.0,-0.4749000011205675,-1.1885999999997106,9.99993532904142e-05,-7.105427357601002e-15,4.044300000001634,7.200000062823619e-07,-1.6635000013232286,4.044300720001839,2.3808007160283466
2,-1.0430767360958271e-10,-0.00010000005550381275,-1.84385839929746e-12,0.0,0.0,0.0,-0.7153999999344349,5.062000000000062,5.662439406250996e-10,1.687538997430238e-14,0.1456999999987616,-0.012556080000007963,4.346499996721732,0.13314391999841213,4.479643923192114
3,-4.887610316473001e-10,4.7123194235609844e-11,0.0,0.0,0.0,0.0,-0.08520000120997473,0.8150999999998414,9.99991536136946e-05,-9.026113190202523e-14,0.3720000000003161,1.687538997430238e-14,0.7299999947905604,0.3719999999993675,1.10199999889538
4,-6.76514844144549e-10,3.694822225952521e-13,-1.7053025658242404e-12,0.0,0.0,0.0,-0.5198000013649464,0.5560999999997891,8.583072030887706e-10,0.00010000000025023326,3.3033999999990655,2.6645352591003757e-15,0.03639999451635845,3.3033999999986428,3.339799992605066
5,9.999887048905975e-05,5.7767124417296145e-12,-0.00010000000023424604,0.0,0.0,0.0,-2.432500002795458,-1.108900000000642,4.172306944383308e-11,-9.325873406851315e-15,8.168799999998402,-0.2792195999999807,-3.541400009095682,7.889580399997996,4.348180387120635
6,-0.00010000025630318987,7.460698725481052e-13,4.263256414560601e-13,0.0,0.0,0.0,-5.071700001132489,-4.359800000000234,-0.00010000091195117022,1.5788759188950507e-13,17.30670000000032,-0.8469057600000114,-9.431700004780296,16.459794240000818,7.028094233299669
7,-9.56653423145326e-10,9.999999031151674e-05,1.3749001936957939e-12,0.0,0.0,0.0,-2.8576000025629993,-1.108399999999955,1.6838317407064096e-09,0.00010000000002241549,11.150299999999575,-0.3198528000000116,-3.9658000079035816,10.83044719999908,6.864647185883655
8,-8.851301913637144e-10,-6.892264536872972e-12,5.684341886080802e-14,0.0,0.0,0.0,-1.4724000023543837,1.5750999999996798,-2.5629987021602574e-10,-8.171241461241152e-14,6.2454000000013945,-0.3504247200000208,0.1026999928116652,5.894975280001061,5.9976752763543
9,2.98001623377786e-11,-8.586908961660811e-11,2.533084852984757e-12,0.0,0.0,0.0,-1.4528000003039834,2.185100000000035,-9.999928474435649e-05,-2.510214258677479e-13,8.010400000000448,-0.42224255999997373,0.7322000059604505,7.588157440001099,8.320357450176147
10,-3.8743053210055223e-10,-1.8616219676914625e-12,-2.1600499167107046e-12,0.0,0.0,0.0,-2.4865999987840652,-7.441899999999367,0.00010000022351874804,-1.7763568394002505e-14,17.67919999999839,-0.8553153599999983,-9.928399992442138,16.82388463999734,6.895484651409646
11,-0.00010000011324962088,-6.146905207060627e-11,-2.7426949600339867e-12,0.0,0.0,0.0,14.139200000017881,-10.605300000000529,4.3213432832089893e-10,7.638334409421077e-14,27.481399999998604,-1.5922979999999916,3.533799993515018,25.889101999998612,29.422901993566384
12,-6.049845069355797e-10,-4.730793534690747e-11,-9.999999937093662e-05,0.0,0.0,0.0,0.3820999999165533,1.307799999999732,-0.00010000117421071764,-1.3533618670180658e-13,15.395999999999589,-1.164651119999999,1.6896999955773424,14.231348879999874,15.921048878718608
13,-1.2815348782169167e-10,-9.999994821896507e-05,1.3393730569077889e-12,0.0,0.0,0.0,-3.297599997586012,4.736199999999636,8.463860723395555e-10,2.686739719592879e-13,17.344399999999894,-1.3998311999999702,1.4385000083088784,15.94456879999947,17.383068805832707
14,9.059917260856309e-10,1.1546319456101628e-11,-9.999999976173513e-05,0.0,0.0,0.0,-2.405400001400709,-3.398699999999571,3.576339224764524e-11,-4.884981308350689e-14,9.706099999999985,-0.40927608000000104,-5.804199992299061,9.296823919999898,3.4926239246231177
15,-9.999831318907582e-05,5.2523319027386606e-11,-3.623767952376511e-13,0.0,0.0,0.0,-0.11160000067949305,-4.568400000000464,7.748610642011045e-10,-4.363176486776865e-14,28.891299999999873,-1.3129005599999877,-4.6800999918460775,27.578399439999203,22.898299454359517
16,-1.7285373132835957e-10,-8.288481012641569e-11,1.0658141036401503e-14,0.0,0.0,0.0,0.1690000026643279,-1.494399999999489,8.702283338379857e-10,2.948752353404416e-13,16.276300000000404,-0.8431012799999995,-1.3254000015020324,15.433198720001002,14.107798718773637
17,8.046896482483135e-11,5.5507598517579027e-11,3.268496584496461e-13,0.0,0.0,0.0,-4.825600000149011,-5.784199999999827,1.6361472177095493e-09,-3.4994229736184934e-13,21.70379999999994,-0.9686361599999889,-10.609799991405012,20.735163839999355,10.125363845949536
18,-8.523457495357434e-10,-0.00010000001173438022,7.744915819785092e-13,0.0,0.0,0.0,-3.0285000010251997,9.020300000000027,-1.639133273556581e-10,7.416289804496046e-14,16.613199999998866,-1.33428096,5.991699990153322,15.278919039998012,21.270619030998986
19,6.854605771877686e-11,-6.649969463978778e-11,2.497557716196752e-12,0.0,0.0,0.0,-4.355300001126528,-6.570499999999831,1.7285373132835957e-10,-3.6415315207705135e-14,18.610699999999596,-0.8485480800000116,-10.925800000715256,17.762151919999074,6.836351921079157
20,2.5927704427886056e-10,-0.00010000003818078085,-5.577760475716786e-13,0.0,0.0,0.0,-2.9750999991476537,0.7866000000008105,1.0997052157790677e-09,0.0001000000000264123,18.392499999999895,-1.0655611200000124,-2.188499994027609,17.326938880000053,15.138438880879278
21,-1.3709211543755373e-10,-6.183853429320152e-11,7.283063041541027e-13,0.0,0.0,0.0,7.896799999570847,-4.9282000000000075,9.999834299101451e-05,-9.747758156208874e-14,25.154400000000013,-1.3208075999999993,2.9686999966859844,23.833592400000384,26.802292397503095
22,3.278231019976374e-10,6.295408638834488e-11,-9.999999984700025e-05,0.0,0.0,0.0,4.175299999648333,-4.466599999999568,-0.00010000045895530718,-2.984279490192421e-13,25.96349999999977,-1.213058879999982,-0.29150000414850297,24.750441120000897,24.45894111354046
23,1.2487149092521577e-09,-2.6076918402395677e-12,-1.0693668173189508e-12,0.0,0.0,0.0,4.720700002861023,8.444400000000222,1.1622880435879779e-10,-0.00010000000025112143,22.47639999999895,-1.0203876000000287,13.165000006997602,21.456012399998894,34.62101240820975
24,1.2218919209772139e-09,-5.7767124417296145e-12,-2.7782220968219917e-12,0.0,0.0,0.0,-4.4865999999821184,-12.059699999999872,-9.179110804780066e-10,1.7763568394002505e-14,27.680899999999298,-1.014083999999992,-16.546300005042568,26.66681599999939,10.12051599083317


