#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
28.5%,2850000,5700.000000243744,-7025855.6201428175,1096576.036603289,300.1429905470007,0.9606101752992077,19.6
29.0%,2900000,5800.000000264116,-7018931.023150746,1098210.602106704,300.59038622414823,0.9606101752992077,19.6
29.5%,2950000,5900.000000284489,-7022367.681621525,1098009.9735306303,300.535472329624,0.9606101752992077,19.6
30.0%,3000000,6000.000000304862,-7024472.708817337,1098871.0314696473,300.77115184132595,0.9606101752992077,19.6
30.5%,3050000,6100.000000325234,-7023413.92440125,1095701.334156055,299.90357640736215,0.9606101752992077,19.6
31.0%,3100000,6200.000000345607,-7021550.393727876,1099036.3114461293,300.8163904976188,0.9606101752992077,19.6
31.5%,3150000,6300.00000036598,-7021255.421812348,1096312.9857689957,300.0709911037927,0.9606101752992077,19.6
32.0%,3200000,6400.000000386352,-7017774.402250495,1098675.0796112425,300.7175180076275,0.9606101752992077,19.6
32.5%,3250000,6500.000000406725,-7024078.986258879,1096907.2299534949,300.2336412262623,0.9606101752992077,19.6
33.0%,3300000,6600.000000427098,-7018787.723470647,1096362.2992078413,300.08448864752444,0.9606101752992077,19.6
33.5%,3350000,6700.0000004474705,-7025004.080768563,1096525.1824398339,300.1290712927112,0.9606101752992077,19.6
34.0%,3400000,6800.000000467843,-7022926.130036954,1101405.7725735395,301.4649338954562,0.9606101752992077,19.6
34.5%,3450000,6900.000000488216,-7019320.629051603,1096965.9087695116,300.2497021602359,0.9606101752992077,19.6
35.0%,3500000,7000.0000005085885,-7021436.137632232,1096432.1422516392,300.10360533376837,0.9606101752992077,19.6
35.5%,3550000,7100.000000528961,-7022097.809713248,1097325.291572238,300.348068553045,0.9606101752992077,19.6
36.0%,3600000,7200.000000549334,-7020954.386888098,1099248.2011903885,300.8743866778975,0.9606101752992077,19.6
36.5%,3650000,7300.000000569707,-7022188.364384629,1095906.0880262095,299.9596194329827,0.9606101752992077,19.6
37.0%,3700000,7400.000000590079,-7020371.712432861,1094331.3549219137,299.5286004361599,0.9606101752992077,19.6
37.5%,3750000,7500.000000610452,-7022550.677631114,1098962.4211369057,300.7961660374422,0.9606101752992077,19.6
38.0%,3800000,7600.000000630825,-7016636.356895909,1098123.585395584,300.56656894652104,0.9606101752992077,19.6
38.5%,3850000,7700.000000651197,-7018528.207347821,1096875.556679308,300.22497195854385,0.9606101752992077,19.6
39.0%,3900000,7800.00000067157,-7024527.132200837,1095995.764234991,299.9841646396863,0.9606101752992077,19.6
39.5%,3950000,7900.000000691943,-7021805.48076874,1098580.7209337482,300.6916911659842,0.9606101752992077,19.6
40.0%,4000000,8000.000000712315,-7022533.807133164,1095461.127305232,299.83782957344516,0.9606101752992077,19.6
40.5%,4050000,8100.000000732688,-7022926.857679732,1095915.4360471764,299.9621780726712,0.9606101752992077,19.6
41.0%,4100000,8200.00000075306,-7021678.301421173,1099774.6161727002,301.0184713211742,0.9606101752992077,19.6
41.5%,4150000,8300.000000773432,-7020222.855250888,1094875.0949481465,299.67742710399324,0.9606101752992077,19.6
42.0%,4200000,8400.000000793805,-7029023.290604662,1098589.4485204483,300.69407998708283,0.9606101752992077,19.6
42.5%,4250000,8500.000000814178,-7021077.745112538,1095626.2276662998,299.88301906734,0.9606101752992077,19.6
43.0%,4300000,8600.00000083455,-7022707.675574675,1096512.864775929,300.1256998343193,0.9606101752992077,19.6
43.5%,4350000,8700.000000854923,-7024519.019541744,1096355.8899434987,300.08273437267,0.9606101752992077,19.6
44.0%,4400000,8800.000000875296,-7022551.5663039535,1097124.442997993,300.29309444298895,0.9606101752992077,19.6
44.5%,4450000,8900.000000895669,-7016339.411886826,1097946.2353513688,300.51802660119563,0.9606101752992077,19.6
45.0%,4500000,9000.000000916041,-7027352.096617002,1096549.8745635329,300.13582975505454,0.9606101752992077,19.6
45.5%,4550000,9100.000000936414,-7024694.176855832,1095046.8212058828,299.72443016701123,0.9606101752992077,19.6
46.0%,4600000,9200.000000956787,-7023537.654726852,1095662.914676026,299.8930606407885,0.9606101752992077,19.6
46.5%,4650000,9300.00000097716,-7023790.324866917,1096898.9721391166,300.23138098618756,0.9606101752992077,19.6
47.0%,4700000,9400.000000997532,-7024704.353456128,1093954.1187143626,299.42534740153434,0.9606101752992077,19.6
47.5%,4750000,9500.000001017905,-7024647.332066711,1096497.6454582093,300.1215341664751,0.9606101752992077,19.6
48.0%,4800000,9600.000001038277,-7020864.0761230625,1096001.4363284218,299.9857171440527,0.9606101752992077,19.6
48.5%,4850000,9700.00000105865,-7026698.096738793,1096979.2715595844,300.2533596793141,0.9606101752992077,19.6
49.0%,4900000,9800.000001079023,-7024043.047417466,1099503.663161818,300.94430897923957,0.9606101752992077,19.6
49.5%,4950000,9900.000001099395,-7019179.626570862,1097294.1263099024,300.3395383328629,0.9606101752992077,19.6
50.0%,5000000,10000.000001119768,-7023445.211872738,1096609.1080222926,300.1520424998704,0.9606101752992077,19.6
50.5%,5050000,10100.00000114014,-7025383.733193904,1095594.7632279508,299.8744069599195,0.9606101752992077,19.6
51.0%,5100000,10200.000001160513,-7024789.027998604,1095571.984531134,299.86817222018857,0.9606101752992077,19.6
51.5%,5150000,10300.000001180886,-7026369.815463364,1097430.119396736,300.3767608969291,0.9606101752992077,19.6
52.0%,5200000,10400.000001201259,-7022397.422356524,1100579.3059352534,301.2387223422921,0.9606101752992077,19.6
52.5%,5250000,10500.000001221631,-7019400.569603719,1094587.3176765174,299.5986598064826,0.9606101752992077,19.6
53.0%,5300000,10600.000001242004,-7022557.450982001,1096152.3463687955,300.02702261609426,0.9606101752992077,19.6
53.5%,5350000,10700.000001262377,-7021955.040859554,1097328.5416588783,300.34895813178025,0.9606101752992077,19.6
54.0%,5400000,10800.00000128275,-7025882.717857387,1098978.711797711,300.80062494178526,0.9606101752992077,19.6
54.5%,5450000,10900.000001303122,-7025471.495598502,1095673.1460378603,299.89586105903203,0.9606101752992077,19.6
55.0%,5500000,11000.000001323495,-7021195.580762152,1097081.1562034965,300.28124644748505,0.9606101752992077,19.6
55.5%,5550000,11100.000001343868,-7022260.917927843,1095913.831155165,299.96173879890296,0.9606101752992077,19.6
56.0%,5600000,11200.00000136424,-7024657.746143963,1099031.5646041296,300.8150912431158,0.9606101752992077,19.6
56.5%,5650000,11300.000001384613,-7019641.09947649,1099687.908432088,300.9947386116291,0.9606101752992077,19.6
57.0%,5700000,11400.000001404986,-7022610.041901279,1097915.0757677136,300.50949793532084,0.9606101752992077,19.6
57.5%,5750000,11500.000001425358,-7025428.174693048,1097932.2258006923,300.51419205776597,0.9606101752992077,19.6
58.0%,5800000,11600.000001445731,-7023911.617406324,1096820.0424295764,300.20977719559426,0.9606101752992077,19.6
58.5%,5850000,11700.000001466104,-7022616.570980921,1095343.8257361352,299.80572305044143,0.9606101752992077,19.6
59.0%,5900000,11800.000001486476,-7025282.09410885,1097109.1402695305,300.2889059448539,0.9606101752992077,19.6
59.5%,5950000,11900.000001506849,-7020603.816682346,1096622.9699118817,300.15583662709645,0.9606101752992077,19.6
60.0%,6000000,12000.000001527222,-7016771.876219384,1097094.2856723857,300.28484010439996,0.9606101752992077,19.6
60.5%,6050000,12100.000001547594,-7023676.944607049,1100025.3628161375,301.08710299368823,0.9606101752992077,19.6
61.0%,6100000,12200.000001567967,-7024169.459922574,1098264.674871417,300.60518643933295,0.9606101752992077,19.6
61.5%,6150000,12300.00000158834,-7020814.690113217,1096153.7173035564,300.02739785360194,0.9606101752992077,19.6
62.0%,6200000,12400.000001608712,-7023681.015134763,1097419.2513504205,300.3737862122619,0.9606101752992077,19.6
62.5%,6250000,12500.000001629085,-7025169.773283642,1097574.0654646046,300.4161602653682,0.9606101752992077,19.6
63.0%,6300000,12600.000001649458,-7021662.882335596,1097708.4368034438,300.4529389420279,0.9606101752992077,19.6
63.5%,6350000,12700.00000166983,-7023514.841418304,1098142.9158000057,300.5718598567707,0.9606101752992077,19.6
64.0%,6400000,12800.000001690203,-7022258.334887449,1099304.2082750741,300.88971633432647,0.9606101752992077,19.6
64.5%,6450000,12900.000001710576,-7021396.618472293,1098319.975230959,300.6203226585619,0.9606101752992077,19.6
65.0%,6500000,13000.000001730948,-7016691.393190552,1096758.7101607858,300.1929899870858,0.9606101752992077,19.6
65.5%,6550000,13100.000001751321,-7019369.151252579,1096070.8088174653,300.0047050351138,0.9606101752992077,19.6
66.0%,6600000,13200.000001771694,-7020880.336556032,1098703.4138123752,300.72527334020714,0.9606101752992077,19.6
66.5%,6650000,13300.000001792067,-7022781.106852721,1101383.1905111568,301.4587529763862,0.9606101752992077,19.6
67.0%,6700000,13400.00000181244,-7021192.712333567,1097886.215842736,300.5015987072686,0.9606101752992077,19.6
67.5%,6750000,13500.000001832812,-7021190.656886429,1098523.2792982399,300.6759688597438,0.9606101752992077,19.6
68.0%,6800000,13600.000001853185,-7023853.286861371,1097161.8469294505,300.3033322445378,0.9606101752992077,19.6
68.5%,6850000,13700.000001873557,-7026272.9799160585,1095409.6626249235,299.8237432150535,0.9606101752992077,19.6
69.0%,6900000,13800.00000189393,-7015444.291722588,1095478.4995292001,299.84258451161656,0.9606101752992077,19.6
69.5%,6950000,13900.000001914303,-7022788.314736433,1098826.5031201653,300.758964020754,0.9606101752992077,19.6
70.0%,7000000,14000.000001934675,-7028364.315378647,1093070.1404508837,299.18339438530666,0.9606101752992077,19.6
70.5%,7050000,14100.000001955048,-7022498.545113187,1097016.8806338005,300.26365363033085,0.9606101752992077,19.6
71.0%,7100000,14200.00000197542,-7028611.851022668,1096532.0938689536,300.1309630147038,0.9606101752992077,19.6
71.5%,7150000,14300.000001995793,-7016431.995299999,1098582.0028214508,300.6920420304895,0.9606101752992077,19.6
72.0%,7200000,14400.000002016166,-7018745.554063462,1097408.8821759466,300.3709480734259,0.9606101752992077,19.6
72.5%,7250000,14500.000002036539,-7020421.497493677,1098192.2136080465,300.58535312220687,0.9606101752992077,19.6
73.0%,7300000,14600.000002056911,-7023219.054027986,1096678.596180066,300.1710620505313,0.9606101752992077,19.6
73.5%,7350000,14700.000002077284,-7023184.496095397,1095886.3432812493,299.9542151139003,0.9606101752992077,19.6
74.0%,7400000,14800.000002097657,-7023625.876716714,1098197.8937763656,300.5869078367448,0.9606101752992077,19.6
74.5%,7450000,14900.00000211803,-7020701.029619016,1099815.3151958531,301.02961101975757,0.9606101752992077,19.6
75.0%,7500000,15000.000002138402,-7022694.722621273,1099326.721742794,300.8958784784035,0.9606101752992077,19.6
75.5%,7550000,15100.000002158775,-7023116.281082038,1094733.5451984853,299.6386836299829,0.9606101752992077,19.6
76.0%,7600000,15200.000002179147,-7022733.976742588,1093595.0963461965,299.32707966299387,0.9606101752992077,19.6
76.5%,7650000,15300.00000219952,-7021019.507525858,1098541.1108114973,300.6808495096362,0.9606101752992077,19.6
77.0%,7700000,15400.000002219893,-7020514.800957169,1097207.1813350702,300.31574069012026,0.9606101752992077,19.6
77.5%,7750000,15500.000002240266,-7023713.211750753,1099278.174378544,300.882590616365,0.9606101752992077,19.6
78.0%,7800000,15600.000002260638,-7023249.243246738,1097925.7326890174,300.5124148331222,0.9606101752992077,19.6
78.5%,7850000,15700.00000228101,-7027061.204936154,1098738.0493268422,300.7347534004531,0.9606101752992077,19.6
79.0%,7900000,15800.000002301384,-7023753.288726628,1097002.9033063722,300.25982790670184,0.9606101752992077,19.6
79.5%,7950000,15900.000002321756,-7020947.101104189,1095623.5869838442,299.88229628815924,0.9606101752992077,19.6
80.0%,8000000,16000.000002342129,-7023657.1207636,1096918.0225604177,300.23659526247087,0.9606101752992077,19.6
80.5%,8050000,16100.000002362502,-7025931.976606905,1095466.9567976608,299.83942515937133,0.9606101752992077,19.6
81.0%,8100000,16200.000002382874,-7025271.195301704,1096298.433405756,300.0670079875504,0.9606101752992077,19.6
81.5%,8150000,16300.000002403247,-7021380.928970348,1097042.818847397,300.2707531589895,0.9606101752992077,19.6
82.0%,8200000,16400.000002423618,-7024554.145983394,1097485.026789352,300.39178955748054,0.9606101752992077,19.6
82.5%,8250000,16500.00000244399,-7017865.121521562,1096048.8935476707,299.99870662333456,0.9606101752992077,19.6
83.0%,8300000,16600.000002464363,-7024665.557841789,1097492.8850745624,300.39394044273143,0.9606101752992077,19.7
83.5%,8350000,16700.000002484736,-7018848.047982451,1098806.1245220613,300.75338621021103,0.9606101752992077,19.7
84.0%,8400000,16800.00000250511,-7022094.684427734,1099068.2371871835,300.82512886785076,0.9606101752992077,19.7
84.5%,8450000,16900.00000252548,-7021611.278837681,1096125.5700388825,300.01969368725787,0.9606101752992077,19.7
85.0%,8500000,17000.000002545854,-7020073.391472839,1099136.1091635623,300.843706054735,0.9606101752992077,19.7
85.5%,8550000,17100.000002566227,-7024778.853717577,1096821.6807736373,300.21022562549746,0.9606101752992077,19.7
86.0%,8600000,17200.0000025866,-7019774.866946414,1095590.1514702719,299.8731446792429,0.9606101752992077,19.7
86.5%,8650000,17300.000002606972,-7022962.8439350575,1098122.6710850343,300.56631869127784,0.9606101752992077,19.7
87.0%,8700000,17400.000002627345,-7020425.402056083,1097244.8122556075,300.32604062067696,0.9606101752992077,19.7
87.5%,8750000,17500.000002647717,-7024072.494832274,1099463.445978299,300.93330116461493,0.9606101752992077,19.7
88.0%,8800000,17600.00000266809,-7022308.593296792,1097901.754543336,300.5058517931575,0.9606101752992077,19.7
88.5%,8850000,17700.000002688463,-7020701.715292681,1096400.1232543935,300.0948414384553,0.9606101752992077,19.7
89.0%,8900000,17800.000002708835,-7023590.621157005,1100513.3452645682,301.2206682974315,0.9606101752992077,19.7
89.5%,8950000,17900.000002729208,-7028444.545704797,1098351.9966748608,300.6290872235474,0.9606101752992077,19.7
90.0%,9000000,18000.00000274958,-7027298.551313564,1097265.6369286566,300.3317405260529,0.9606101752992077,19.7
90.5%,9050000,18100.000002769953,-7019360.009362277,1098052.7108783245,300.5471699364627,0.9606101752992077,19.7
91.0%,9100000,18200.000002790326,-7025912.6115373075,1099261.3339822597,300.87798124434335,0.9606101752992077,19.7
91.5%,9150000,18300.0000028107,-7024794.539641008,1099465.2511148315,300.93379524715834,0.9606101752992077,19.7
92.0%,9200000,18400.00000283107,-7016951.859716505,1096922.591243461,300.23784575322185,0.9606101752992077,19.7
92.5%,9250000,18500.000002851444,-7023003.838781621,1096663.5382662946,300.1669405604386,0.9606101752992077,19.7
93.0%,9300000,18600.000002871817,-7018563.526379764,1097327.325938142,300.3486253777848,0.9606101752992077,19.7
93.5%,9350000,18700.00000289219,-7023324.387079939,1095505.9544244949,299.850099170066,0.9606101752992077,19.7
94.0%,9400000,18800.000002912562,-7026593.366789449,1097819.498715693,300.48333761331526,0.9606101752992077,19.7
94.5%,9450000,18900.000002932935,-7022503.65935903,1098815.1926410524,300.75586823814325,0.9606101752992077,19.7
95.0%,9500000,19000.000002953308,-7019670.912156548,1095004.47413912,299.7128393836685,0.9606101752992077,19.7
95.5%,9550000,19100.00000297368,-7022166.229901511,1096265.8570645659,300.0580915420514,0.9606101752992077,19.7
96.0%,9600000,19200.000002994053,-7023677.042860601,1097166.893086786,300.30471342441297,0.9606101752992077,19.7
96.5%,9650000,19300.000003014426,-7023559.468679439,1098807.6184521117,300.75379511266567,0.9606101752992077,19.7
97.0%,9700000,19400.0000030348,-7021590.108069561,1094712.4681308013,299.63291464186403,0.9606101752992077,19.7
97.5%,9750000,19500.00000305517,-7017591.800559662,1098045.6042612426,300.54522478972183,0.9606101752992077,19.7
98.0%,9800000,19600.000003075544,-7020863.546105411,1097690.9908191487,300.44816381497367,0.9606101752992077,19.7
98.5%,9850000,19700.000003095916,-7021800.827417705,1098184.9847415797,300.58337451468014,0.9606101752992077,19.7
99.0%,9900000,19800.00000311629,-7025858.588542823,1096389.6589223635,300.09197725411724,0.9606101752992077,19.7
99.5%,9950000,19900.00000313666,-7024626.149292324,1096941.316729581,300.24297109174455,0.9606101752992077,19.7
100.0%,10000000,20000.000003157034,-7023488.850070231,1096087.6112445444,300.0093040146133,0.9606101752992077,19.7
100.5%,10050000,20100.000003177407,-7021050.942099333,1095339.7460965659,299.80460641540674,0.9606101752992077,19.7
