Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	druggable_class
ENSG00000164062	APEH	P13798	13.8	26.0	97.3	39.5	Acylaminoacyl-peptide hydrolase	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000130939	UBE4B	O95155	13.8	14.4	34.2	18.9	Ubiquitination factor E4B	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000140464	PML	P29590	13.8	15.6	21.1	37.4	PML nuclear body scaffold	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000172661	WASHC2C	Q9Y4E1	13.7	11.7	16.2	20.5	WASH complex subunit 2C	Predicted intracellular proteins, Transporters	True
ENSG00000132205	EMILIN2	Q9BXX0	13.7	0.8	0.7	6.3	Elastin microfibril interfacer 2	Plasma proteins, Predicted secreted proteins	True
ENSG00000084676	NCOA1	Q15788	13.7	23.4	31.5	14.2	Nuclear receptor coactivator 1	Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000171928	TVP23B	Q9NYZ1	13.7	11.6	16.8	21.4	Trans-golgi network vesicle protein 23 homolog B	Predicted membrane proteins	True
ENSG00000070759	TESK2	Q96S53	13.7	4.4	7.7	2.3	Testis associated actin remodelling kinase 2	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000163870	TPRA1	Q86W33	13.7	14.3	22.0	21.2	Transmembrane protein adipocyte associated 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000164659	ELAPOR2	A8MWY0	13.7	12.1	2.1	4.5	Endosome-lysosome associated apoptosis and autophagy regulator family member 2	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000134575	ACP2	P11117	13.7	22.4	13.8	21.6	Acid phosphatase 2, lysosomal	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000127561	SYNGR3	O43761	13.7	114.9	0.1	0.8	Synaptogyrin 3	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000105855	ITGB8	P26012	13.6	16.5	0.2	2.7	Integrin subunit beta 8	Cancer-related genes, Predicted membrane proteins	True
ENSG00000164329	TENT2	Q6PIY7	13.6	9.8	16.0	14.6	Terminal nucleotidyltransferase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000196924	FLNA	P21333	13.6	20.0	41.7	78.5	Filamin A	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000174891	RSRC1	Q96IZ7	13.6	14.8	15.6	10.2	Arginine and serine rich coiled-coil 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000085514	PILRA	Q9UKJ1	13.6	9.5	5.0	5.5	Paired immunoglobin like type 2 receptor alpha	Predicted membrane proteins, Predicted secreted proteins	True
ENSG00000149527	PLCH2	O75038	13.6	16.8	0.2	0.2	Phospholipase C eta 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000172831	CES2	O00748	13.6	22.0	38.5	62.7	Carboxylesterase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000123124	WWP1	Q9H0M0	13.6	13.6	160.5	47.5	WW domain containing E3 ubiquitin protein ligase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000067596	DHX8	Q14562	13.6	18.5	21.2	20.9	DEAH-box helicase 8	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000186566	GPATCH8	Q9UKJ3	13.6	14.6	39.6	18.1	G-patch domain containing 8	Plasma proteins, Predicted intracellular proteins	True
ENSG00000090674	MCOLN1	Q9GZU1	13.6	16.6	20.9	15.0	Mucolipin TRP cation channel 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	True
ENSG00000170175	CHRNB1	P11230	13.6	13.9	150.5	11.0	Cholinergic receptor nicotinic beta 1 subunit	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000099365	STX1B	P61266	13.6	102.3	0.5	1.5	Syntaxin 1B	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000104517	UBR5	O95071	13.6	19.8	45.8	23.3	Ubiquitin protein ligase E3 component n-recognin 5	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000107537	PHYH	O14832	13.6	29.7	453.0	118.4	Phytanoyl-CoA 2-hydroxylase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000142655	PEX14	O75381	13.5	24.8	22.3	19.2	Peroxisomal biogenesis factor 14	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000140694	PARN	O95453	13.5	11.6	15.7	13.9	Poly(A)-specific ribonuclease	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000137103	TMEM8B	A6NDV4	13.5	27.1	12.3	15.5	Transmembrane protein 8B	Predicted membrane proteins, Transporters	True
ENSG00000166002	SMCO4	Q9NRQ5	13.5	8.2	13.7	41.1	Single-pass membrane protein with coiled-coil domains 4	Predicted membrane proteins	True
ENSG00000006747	SCIN	Q9Y6U3	13.5	4.6	0.4	0.4	Scinderin	Plasma proteins, Predicted intracellular proteins	True
ENSG00000145555	MYO10	Q9HD67	13.5	37.6	7.7	4.2	Myosin X	Plasma proteins, Predicted intracellular proteins	True
ENSG00000122863	CHST3	Q7LGC8	13.5	6.5	16.7	13.7	Carbohydrate sulfotransferase 3	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	True
ENSG00000168273	SMIM4	Q8WVI0	13.5	17.3	122.3	95.2	Small integral membrane protein 4	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000180488	MIGA1	Q8NAN2	13.5	16.8	6.8	5.7	Mitoguardin 1	Predicted membrane proteins, Transporters	True
ENSG00000186818	LILRB4	Q8NHJ6	13.5	2.4	0.5	2.2	Leukocyte immunoglobulin like receptor B4	CD markers, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000081307	UBA5	Q9GZZ9	13.5	21.6	29.4	22.4	Ubiquitin like modifier activating enzyme 5	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000095321	CRAT	P43155	13.5	34.0	206.8	54.4	Carnitine O-acetyltransferase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000107738	VSIR	Q9H7M9	13.5	16.0	7.5	27.9	V-set immunoregulatory receptor	Predicted membrane proteins	True
ENSG00000049769	PPP1R3F	Q6ZSY5	13.5	25.8	18.5	10.8	Protein phosphatase 1 regulatory subunit 3F	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000176049	JAKMIP2	Q96AA8	13.5	18.2	0.0	0.4	Janus kinase and microtubule interacting protein 2	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000110841	PPFIBP1	Q86W92	13.5	21.8	24.2	71.7	PPFIA binding protein 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000084731	KIF3C	O14782	13.5	75.6	1.7	2.7	Kinesin family member 3C	Plasma proteins, Predicted intracellular proteins	True
ENSG00000106305	AIMP2	Q13155	13.4	12.3	151.1	43.4	Aminoacyl tRNA synthetase complex interacting multifunctional protein 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000153786	ZDHHC7	Q9NXF8	13.4	15.8	53.0	29.3	Zinc finger DHHC-type palmitoyltransferase 7	Enzymes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000170242	USP47	Q96K76	13.4	16.4	49.8	22.4	Ubiquitin specific peptidase 47	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000129667	RHBDF2	Q6PJF5	13.4	5.2	10.8	8.6	Rhomboid 5 homolog 2	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000121073	SLC35B1	P78383	13.4	14.2	61.5	33.5	Solute carrier family 35 member B1	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000198909	MAP3K3	Q99759	13.4	9.3	22.2	38.3	Mitogen-activated protein kinase kinase kinase 3	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000101290	CDS2	O95674	13.4	27.8	9.2	23.4	CDP-diacylglycerol synthase 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted membrane proteins	True
ENSG00000181852	RNF41	Q9H4P4	13.4	30.7	31.9	30.6	Ring finger protein 41	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000188603	CLN3	Q13286	13.4	8.5	15.5	13.6	CLN3 lysosomal/endosomal transmembrane protein, battenin	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000123094	RASSF8	Q8NHQ8	13.4	9.1	13.2	13.3	Ras association domain family member 8	Disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000037757	MRI1	Q9BV20	13.4	10.2	8.9	10.6	Methylthioribose-1-phosphate isomerase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000144278	GALNT13	Q8IUC8	13.4	17.3	0.9	0.2	Polypeptide N-acetylgalactosaminyltransferase 13	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000144908	ALDH1L1	O75891	13.4	54.3	85.7	24.7	Aldehyde dehydrogenase 1 family member L1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000166448	TMEM130	Q8N3G9	13.4	149.6	1.8	0.6	Transmembrane protein 130	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000143740	SNAP47	Q5SQN1	13.4	41.4	35.7	36.1	Synaptosome associated protein 47	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000100918	REC8	O95072	13.4	9.5	0.8	2.7	REC8 meiotic recombination protein	Plasma proteins, Predicted intracellular proteins	True
ENSG00000160551	TAOK1	Q7L7X3	13.4	17.2	10.5	12.7	TAO kinase 1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000006757	PNPLA4	P41247	13.3	12.2	73.1	39.5	Patatin like phospholipase domain containing 4	Disease related genes, Enzymes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000170860	LSM3	P62310	13.3	13.1	28.1	16.5	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000118508	RAB32	Q13637	13.3	5.2	5.2	20.2	RAB32, member RAS oncogene family	Plasma proteins, Predicted intracellular proteins	True
ENSG00000168818	STX18	Q9P2W9	13.3	11.3	15.9	12.1	Syntaxin 18	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000168872	DDX19A	Q9NUU7	13.3	14.3	56.5	21.5	DEAD-box helicase 19A	Enzymes, Predicted intracellular proteins, Transporters	True
ENSG00000181704	YIPF6	Q96EC8	13.3	14.7	15.8	10.8	Yip1 domain family member 6	Predicted membrane proteins	True
ENSG00000118523	CCN2	P29279	13.3	14.7	49.6	361.9	Cellular communication network factor 2	Cancer-related genes, Plasma proteins, Predicted secreted proteins	True
ENSG00000125675	GRIA3	P42263	13.3	38.9	0.1	1.3	Glutamate ionotropic receptor AMPA type subunit 3	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000149269	PAK1	Q13153	13.3	118.6	80.2	9.6	P21 (RAC1) activated kinase 1	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000119777	TMEM214	Q6NUQ4	13.3	17.3	34.1	35.6	Transmembrane protein 214	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000160446	ZDHHC12	Q96GR4	13.3	7.0	13.7	12.2	Zinc finger DHHC-type palmitoyltransferase 12	Enzymes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000172638	EFEMP2	O95967	13.3	21.4	19.9	71.4	EGF containing fibulin extracellular matrix protein 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000008382	MPND	Q8N594	13.3	30.9	21.7	21.0	MPN domain containing	Enzymes, Predicted intracellular proteins	True
ENSG00000160325	CACFD1	Q9UGQ2	13.3	8.5	8.5	10.5	Calcium channel flower domain containing 1	Predicted membrane proteins, Transporters	True
ENSG00000071794	HLTF	Q14527	13.3	15.7	10.9	17.8	Helicase like transcription factor	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000175115	PACS1	Q6VY07	13.3	29.7	20.8	42.4	Phosphofurin acidic cluster sorting protein 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000182132	KCNIP1	Q9NZI2	13.3	38.3	0.1	0.4	Potassium voltage-gated channel interacting protein 1	Predicted intracellular proteins, Transporters	True
ENSG00000178537	SLC25A20	O43772	13.3	12.8	68.0	62.7	Solute carrier family 25 member 20	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000151320	AKAP6	Q13023	13.3	27.4	44.4	51.1	A-kinase anchoring protein 6	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000154553	PDLIM3	Q53GG5	13.2	13.7	3108.5	277.6	PDZ and LIM domain 3	Plasma proteins, Predicted intracellular proteins	True
ENSG00000151491	EPS8	Q12929	13.2	11.5	17.5	24.7	Epidermal growth factor receptor pathway substrate 8	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000106608	URGCP	Q8TCY9	13.2	26.2	33.2	23.8	Upregulator of cell proliferation	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000198208	RPS6KL1	Q9Y6S9	13.2	31.0	16.8	12.6	Ribosomal protein S6 kinase like 1	Enzymes, Predicted intracellular proteins	True
ENSG00000168137	SETD5	Q9C0A6	13.2	20.7	22.2	21.9	SET domain containing 5	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000106066	CPVL	Q9H3G5	13.2	11.4	11.7	74.6	Carboxypeptidase vitellogenic like	Enzymes, Predicted intracellular proteins	True
ENSG00000132196	HSD17B7	P56937	13.2	7.8	6.2	5.5	Hydroxysteroid 17-beta dehydrogenase 7	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000204438	GPANK1	O95872	13.2	12.3	26.7	20.3	G-patch domain and ankyrin repeats 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000169245	CXCL10	P02778	13.2	5.6	1.2	4.2	C-X-C motif chemokine ligand 10	Cancer-related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins	True
ENSG00000176105	YES1	P07947	13.2	12.2	7.7	12.3	YES proto-oncogene 1, Src family tyrosine kinase	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	True
ENSG00000182199	SHMT2	P34897	13.2	19.3	42.4	27.4	Serine hydroxymethyltransferase 2	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000124370	MCEE	Q96PE7	13.2	9.2	34.2	33.6	Methylmalonyl-CoA epimerase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000271503	CCL5	P13501	13.2	2.2	4.4	8.3	C-C motif chemokine ligand 5	Cancer-related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	True
ENSG00000107719	PALD1	Q9ULE6	13.1	8.0	4.2	7.1	Phosphatase domain containing paladin 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000166471	TMEM41B	Q5BJD5	13.1	10.7	5.7	8.3	Transmembrane protein 41B	Essential proteins, Predicted membrane proteins, Transporters	True
ENSG00000155093	PTPRN2	Q92932	13.1	60.1	1.1	3.0	Protein tyrosine phosphatase receptor type N2	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000117643	MAN1C1	Q9NR34	13.1	17.5	4.6	9.6	Mannosidase alpha class 1C member 1	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000005007	UPF1	Q92900	13.1	16.6	29.7	16.3	UPF1 RNA helicase and ATPase	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000065268	WDR18	Q9BV38	13.1	20.5	24.4	21.3	WD repeat domain 18	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000107854	TNKS2	Q9H2K2	13.1	18.6	52.0	10.4	Tankyrase 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000148688	RPP30	P78346	13.1	11.4	29.6	21.5	Ribonuclease P/MRP subunit p30	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
