Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class
ENSG00000074317	SNCB	Q16143	47.0	562.7	1.7	1.3	Synuclein beta	Human disease related genes, Predicted intracellular proteins, Transporters
ENSG00000152700	SAR1B	Q9Y6B6	46.9	24.8	137.1	43.8	Secretion associated Ras related GTPase 1B	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000141480	ARRB2	P32121	46.9	52.0	11.9	23.0	Arrestin beta 2	Predicted intracellular proteins, Transporters
ENSG00000116898	MRPS15	P82914	46.9	58.0	269.3	136.4	Mitochondrial ribosomal protein S15	Essential proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000010270	STARD3NL	O95772	46.9	34.9	16.2	25.3	STARD3 N-terminal like	Predicted membrane proteins, Transporters
ENSG00000112972	HMGCS1	Q01581	46.9	109.7	16.7	15.0	3-hydroxy-3-methylglutaryl-CoA synthase 1	Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000138078	PREPL	Q4J6C6	46.9	143.2	31.6	58.7	Prolyl endopeptidase like	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins
ENSG00000189266	PNRC2	Q9NPJ4	46.8	37.3	46.9	70.4	Proline rich nuclear receptor coactivator 2	Predicted intracellular proteins
ENSG00000156639	ZFAND3	Q9H8U3	46.8	40.0	114.5	40.9	Zinc finger AN1-type containing 3	Predicted intracellular proteins
ENSG00000134107	BHLHE40	O14503	46.8	59.9	269.9	166.2	Basic helix-loop-helix family member e40	Predicted intracellular proteins, Transcription factors
ENSG00000214194	SMIM30	A4D0T7	46.8	37.4	133.4	192.2	Small integral membrane protein 30	Predicted membrane proteins
ENSG00000197380	DACT3	Q96B18	46.8	64.0	2.1	26.1	Dishevelled binding antagonist of beta catenin 3	Predicted intracellular proteins
ENSG00000166226	CCT2	P78371	46.8	62.6	106.2	69.7	Chaperonin containing TCP1 subunit 2	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000171552	BCL2L1	Q07817	46.7	49.7	45.9	66.3	BCL2 like 1	Cancer-related genes, Essential proteins, Predicted membrane proteins, RAS pathway related proteins, Transporters
ENSG00000140848	CPNE2	Q96FN4	46.7	24.8	11.2	14.6	Copine 2	Predicted intracellular proteins
ENSG00000148444	COMMD3	Q9UBI1	46.6	30.6	80.6	74.7	COMM domain containing 3	Predicted intracellular proteins
ENSG00000034053	APBA2	Q99767	46.6	70.2	0.1	0.3	Amyloid beta precursor protein binding family A member 2	Predicted intracellular proteins, Transporters
ENSG00000152558	TMEM123	Q8N131	46.5	48.0	19.1	66.6	Transmembrane protein 123	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000114757	PEX5L	Q8IYB4	46.5	38.1	1.2	0.1	Peroxisomal biogenesis factor 5 like	Predicted intracellular proteins
ENSG00000133321	PLAAT4	Q9UL19	46.5	32.9	13.5	18.1	Phospholipase A and acyltransferase 4	Enzymes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000029725	RABEP1	Q15276	46.4	43.3	64.6	30.3	Rabaptin, RAB GTPase binding effector protein 1	Cancer-related genes, Predicted intracellular proteins
ENSG00000019144	PHLDB1	Q86UU1	46.4	26.9	12.1	30.2	Pleckstrin homology like domain family B member 1	Predicted intracellular proteins
ENSG00000010244	ZNF207	O43670	46.4	42.0	78.1	56.7	Zinc finger protein 207	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000086205	FOLH1	Q04609	46.4	14.8	0.2	0.5	Folate hydrolase 1	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000084090	STARD7	Q9NQZ5	46.3	57.2	189.7	90.4	StAR related lipid transfer domain containing 7	Essential proteins, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Transporters
ENSG00000116521	SCAMP3	O14828	46.3	35.0	80.4	55.6	Secretory carrier membrane protein 3	Predicted membrane proteins, Transporters
ENSG00000198931	APRT	P07741	46.3	37.0	61.2	68.4	Adenine phosphoribosyltransferase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000169592	INO80E	Q8NBZ0	46.3	41.0	36.7	35.3	INO80 complex subunit E	Predicted intracellular proteins
ENSG00000213246	SUPT4H1	P63272	46.3	59.2	61.1	48.3	SPT4 homolog, DSIF elongation factor subunit	Essential proteins, Predicted intracellular proteins
ENSG00000136450	SRSF1	Q07955	46.3	38.7	49.4	48.6	Serine and arginine rich splicing factor 1	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000082153	BZW1	Q7L1Q6	46.3	64.1	93.0	53.4	Basic leucine zipper and W2 domains 1	Predicted intracellular proteins
ENSG00000090661	CERS4	Q9HA82	46.2	27.6	3.0	13.9	Ceramide synthase 4	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000123143	PKN1	Q16512	46.2	44.4	77.7	83.4	Protein kinase N1	Enzymes, Predicted intracellular proteins
ENSG00000130638	ATXN10	Q9UBB4	46.2	74.2	66.8	69.7	Ataxin 10	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins
ENSG00000172893	DHCR7	Q9UBM7	46.2	31.1	11.0	23.8	7-dehydrocholesterol reductase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000186298	PPP1CC	P36873	46.2	42.7	148.3	84.8	Protein phosphatase 1 catalytic subunit gamma	Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000156261	CCT8	P50990	46.2	70.9	138.5	108.8	Chaperonin containing TCP1 subunit 8	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000113575	PPP2CA	P67775	46.2	115.5	74.7	156.4	Protein phosphatase 2 catalytic subunit alpha	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins
ENSG00000181019	NQO1	P15559	46.1	51.3	30.4	20.8	NAD(P)H quinone dehydrogenase 1	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000101363	MANBAL	Q9NQG1	46.1	66.9	23.8	42.6	Mannosidase beta like	Predicted membrane proteins
ENSG00000163346	PBXIP1	Q96AQ6	46.1	119.7	130.9	64.7	PBX homeobox interacting protein 1	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000136280	CCM2	Q9BSQ5	46.0	118.6	46.8	35.6	CCM2 scaffold protein	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000140395	SKIC8	Q9GZS3	46.0	38.5	49.3	38.4	SKI8 subunit of superkiller complex	Essential proteins, Predicted intracellular proteins
ENSG00000204619	PPP1R11	O60927	46.0	63.1	50.8	50.1	Protein phosphatase 1 regulatory inhibitor subunit 11	Enzymes, Essential proteins, Predicted intracellular proteins
ENSG00000116350	SRSF4	Q08170	45.9	43.7	86.3	58.3	Serine and arginine rich splicing factor 4	Predicted intracellular proteins
ENSG00000068745	IP6K2	Q9UHH9	45.8	52.3	42.7	60.3	Inositol hexakisphosphate kinase 2	Metabolic proteins, Predicted intracellular proteins
ENSG00000163170	BOLA3	Q53S33	45.8	64.2	110.6	103.6	BolA family member 3	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000196235	SUPT5H	O00267	45.8	55.3	81.8	39.0	SPT5 homolog, DSIF elongation factor subunit	Essential proteins, Predicted intracellular proteins
ENSG00000088247	KHSRP	Q92945	45.8	44.1	55.8	35.7	KH-type splicing regulatory protein	Plasma proteins, Predicted intracellular proteins
ENSG00000140416	TPM1	P09493	45.8	52.0	11880.5	10511.2	Tropomyosin 1	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000144567	RETREG2	Q8NC44	45.8	79.1	24.0	23.6	Reticulophagy regulator family member 2	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000143621	ILF2	Q12905	45.8	56.0	96.4	61.8	Interleukin enhancer binding factor 2	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000173163	COMMD1	Q8N668	45.7	32.4	62.9	84.8	Copper metabolism domain containing 1	Predicted intracellular proteins
ENSG00000135919	SERPINE2	P07093	45.7	153.3	6.2	94.7	Serpin family E member 2	Plasma proteins, Predicted secreted proteins
ENSG00000204161	TMEM273	Q5T292	45.7	3.9	8.1	27.0	Transmembrane protein 273	Predicted membrane proteins
ENSG00000101474	APMAP	Q9HDC9	45.6	70.0	39.7	35.1	Adipocyte plasma membrane associated protein	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000167508	MVD	P53602	45.5	43.7	25.5	22.3	Mevalonate diphosphate decarboxylase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000135506	OS9	Q13438	45.5	74.4	56.5	105.9	OS9 endoplasmic reticulum lectin	Essential proteins, Predicted intracellular proteins, Transporters
ENSG00000171148	TADA3	O75528	45.5	75.3	74.0	56.5	Transcriptional adaptor 3	Predicted intracellular proteins
ENSG00000175785	PRIMA1	Q86XR5	45.4	3.3	0.9	8.5	Proline rich membrane anchor 1	Predicted membrane proteins
ENSG00000070614	NDST1	P52848	45.4	27.8	22.1	25.1	N-deacetylase and N-sulfotransferase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000165443	PHYHIPL	Q96FC7	45.4	51.4	0.6	0.3	Phytanoyl-CoA 2-hydroxylase interacting protein like	Predicted intracellular proteins
ENSG00000146701	MDH2	P40926	45.4	103.9	652.9	354.0	Malate dehydrogenase 2	Citric acid cycle related proteins, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000104915	STX10	O60499	45.4	37.8	33.0	51.1	Syntaxin 10	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000159461	AMFR	Q9UKV5	45.4	36.9	150.5	30.1	Autocrine motility factor receptor	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000126261	UBA2	Q9UBT2	45.3	44.1	104.9	41.4	Ubiquitin like modifier activating enzyme 2	Disease related genes, Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000124214	STAU1	O95793	45.3	36.9	58.6	46.4	Staufen double-stranded RNA binding protein 1	Plasma proteins, Predicted intracellular proteins
ENSG00000110107	PRPF19	Q9UMS4	45.3	102.7	67.1	40.8	Pre-mRNA processing factor 19	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000103978	TMEM87A	Q8NBN3	45.3	26.7	24.4	17.7	Transmembrane protein 87A	Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000170310	STX8	Q9UNK0	45.3	42.7	54.9	49.4	Syntaxin 8	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000003056	M6PR	P20645	45.3	48.1	59.5	76.8	Mannose-6-phosphate receptor, cation dependent	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000258289	CHURC1	Q8WUH1	45.3	30.5	76.1	47.3	Churchill domain containing 1	Predicted intracellular proteins
ENSG00000242372	EIF6	P56537	45.3	58.4	56.4	54.6	Eukaryotic translation initiation factor 6	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000097021	ACOT7	O00154	45.3	140.7	4.3	15.5	Acyl-CoA thioesterase 7	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000186184	POLR1D	P0DPB5	45.2	50.6	132.4	98.1	RNA polymerase I and III subunit D	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, RNA polymerase related proteins
ENSG00000197461	PDGFA	P04085	45.2	18.5	75.4	20.1	Platelet derived growth factor subunit A	Cancer-related genes, Candidate cardiovascular disease genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins
ENSG00000061938	TNK2	Q07912	45.2	126.6	77.9	40.2	Tyrosine kinase non receptor 2	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000002933	TMEM176A	Q96HP8	45.2	28.7	7.1	101.6	Transmembrane protein 176A	Predicted membrane proteins, Transporters
ENSG00000074842	MYDGF	Q969H8	45.2	40.0	24.9	66.7	Myeloid derived growth factor	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000203950	RTL8A	Q9BWD3	45.2	42.2	18.8	41.3	Retrotransposon Gag like 8A	Predicted intracellular proteins
ENSG00000169718	DUS1L	Q6P1R4	45.2	60.6	140.4	89.7	Dihydrouridine synthase 1 like	Enzymes, Predicted intracellular proteins
ENSG00000167779	IGFBP6	P24592	45.1	31.1	69.7	270.3	Insulin like growth factor binding protein 6	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000128266	GNAZ	P19086	45.1	39.4	1.4	2.5	G protein subunit alpha z	Predicted intracellular proteins
ENSG00000196154	S100A4	P26447	45.1	10.7	195.9	332.0	S100 calcium binding protein A4	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000120742	SERP1	Q9Y6X1	45.1	54.6	16.0	36.8	Stress associated endoplasmic reticulum protein 1	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000135018	UBQLN1	Q9UMX0	45.1	66.6	120.7	58.9	Ubiquilin 1	Plasma proteins, Predicted intracellular proteins
ENSG00000075239	ACAT1	P24752	45.1	46.1	435.4	299.2	Acetyl-CoA acetyltransferase 1	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000182628	SKA2	Q8WVK7	45.0	30.9	11.8	32.3	Spindle and kinetochore associated complex subunit 2	Essential proteins, Predicted intracellular proteins
ENSG00000112667	DNPH1	O43598	45.0	87.1	84.0	44.7	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	Predicted intracellular proteins
ENSG00000169599	NFU1	Q9UMS0	45.0	46.4	131.9	101.1	NFU1 iron-sulfur cluster scaffold	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000142657	PGD	P52209	45.0	40.3	28.1	28.3	Phosphogluconate dehydrogenase	Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000137710	RDX	P35241	44.9	41.7	76.9	38.4	Radixin	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000185627	PSMD13	Q9UNM6	44.9	52.0	162.8	76.9	Proteasome 26S subunit, non-ATPase 13	Essential proteins, Predicted intracellular proteins
ENSG00000277443	MARCKS	P29966	44.9	118.7	14.7	17.4	Myristoylated alanine rich protein kinase C substrate	Plasma proteins, Predicted intracellular proteins
ENSG00000132470	ITGB4	P16144	44.9	37.0	6.8	22.1	Integrin subunit beta 4	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000204568	MRPS18B	Q9Y676	44.9	34.8	194.3	116.1	Mitochondrial ribosomal protein S18B	Essential proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000165912	PACSIN3	Q9UKS6	44.9	14.5	450.8	155.2	Protein kinase C and casein kinase substrate in neurons 3	Plasma proteins, Predicted intracellular proteins
ENSG00000101463	SYNDIG1	Q9H7V2	44.8	31.4	0.2	26.1	Synapse differentiation inducing 1	Predicted membrane proteins, Transporters
ENSG00000164434	FABP7	O15540	44.8	194.4	11.6	0.4	Fatty acid binding protein 7	FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins
ENSG00000159840	ZYX	Q15942	44.8	102.3	104.7	141.0	Zyxin	Plasma proteins, Predicted intracellular proteins
ENSG00000055211	GINM1	Q9NU53	44.8	22.6	44.0	54.8	Glycosylated integral membrane protein 1	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000089289	IGBP1	P78318	44.8	35.8	112.2	50.1	Immunoglobulin binding protein 1	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins
ENSG00000244187	TMEM141	Q96I45	44.8	32.8	30.9	57.4	Transmembrane protein 141	Predicted membrane proteins
ENSG00000122694	GLIPR2	Q9H4G4	44.8	19.1	7.2	23.4	GLI pathogenesis related 2	Plasma proteins, Predicted intracellular proteins
ENSG00000103034	NDRG4	Q9ULP0	44.8	272.3	8.1	326.5	NDRG family member 4	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000174851	YIF1A	O95070	44.8	26.5	94.5	56.9	Yip1 interacting factor homolog A, membrane trafficking protein	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000004478	FKBP4	Q02790	44.7	52.9	66.3	38.7	FKBP prolyl isomerase 4	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000113648	MACROH2A1	O75367	44.6	54.3	79.7	59.6	MacroH2A.1 histone	Plasma proteins, Predicted intracellular proteins
ENSG00000074319	TSG101	Q99816	44.6	39.5	93.9	63.8	Tumor susceptibility 101	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000197345	MRPL21	Q7Z2W9	44.6	74.0	122.8	115.0	Mitochondrial ribosomal protein L21	Essential proteins, Predicted intracellular proteins, Ribosomal proteins
ENSG00000114850	SSR3	Q9UNL2	44.5	36.7	57.8	108.6	Signal sequence receptor subunit 3	Predicted membrane proteins
ENSG00000161904	LEMD2	Q8NC56	44.4	37.1	36.1	45.2	LEM domain nuclear envelope protein 2	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000134594	RAB33A	Q14088	44.4	24.8	0.2	19.8	RAB33A, member RAS oncogene family	Predicted intracellular proteins
ENSG00000132541	RIDA	P52758	44.4	102.0	37.5	30.2	Reactive intermediate imine deaminase A homolog	Enzymes, Plasma proteins, Predicted intracellular proteins
