geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABCC6P2,2.9520882958951065,0.5618291588691078,1.111776180003072,0.5053437634070874,0.6133174099846213,
ABCC8,54.8353035266097,0.500120946355064,0.2665689093521921,1.8761413233465343,0.060635876684062735,0.31197425416782987
ABCC9,40.88676675918187,-0.3285911766500747,0.33882142923310615,-0.9698063590423227,0.33214302255452377,0.6482909299554378
ABCD1,166.77724523606426,0.1652340194495589,0.16213277677603513,1.0191277959656964,0.30814229964163964,0.6276689264395753
ABCD1P2,0.0,,,,,
ABCD1P3,0.0,,,,,
ABCD1P4,0.0,,,,,
ABCD1P5,0.0,,,,,
ABCD2,34.53341032710559,-0.08916031459751332,0.31416545745166224,-0.28380050219630404,0.7765632696470758,
ABCD3,927.554970605516,-0.45672419302113876,0.21480506840826874,-2.126226333510283,0.03348441845300975,0.23348782244930658
ABCD4,545.8710770302137,0.01614736187922872,0.17456009564171612,0.09250316814887129,0.9262982741966223,0.9744520797281305
ABCE1,2295.8598996102205,-0.4891247597974367,0.21199294763092946,-2.3072690165570116,0.021039827657437633,0.18553981136393602
ABCF1,1335.8660885597426,0.19025656185560147,0.13805426307636257,1.3781288430793623,0.16816351176939182,0.4857735823437266
ABCF2,1044.5855417874811,0.09677238571947712,0.16064498464032906,0.6023990474159063,0.5469085439454979,0.7929590246728757
ABCF2P1,0.14073371245254337,0.7802878540662992,4.201595399995571,0.18571227826151981,0.8526703991647071,
ABCF2P2,0.0,,,,,
ABCF3,507.4023458444978,0.17333292163541358,0.16248159552425503,1.066784955404618,0.28606895370439034,0.6097442210810899
ABCG1,162.67025879094084,0.47847086845426157,0.21884387322412757,2.186357156840478,0.028789485485122324,0.21658972739898408
ABCG2,4.475354969519224,-0.5540781158032234,0.794844497371571,-0.6970899561303814,0.4857464994179216,
ABCG4,55.96410961607113,0.5919503371128306,0.28386387781955036,2.0853316796057015,0.03703920370391976,0.24700872166689233
ABCG5,0.0,,,,,
ABCG8,0.5963211646804656,1.0720527713623815,2.6233700640057522,0.4086548009644555,0.6827930080966517,
ABHD1,1.0985633679075735,-0.34569521231109573,1.5692037160248782,-0.22029976655090658,0.825637701961706,
ABHD10,669.0179314787505,-0.19413276000280236,0.16522654802848094,-1.1749489553539465,0.24001513808489994,0.5713894515404087
ABHD11,88.74547527511946,0.014943876543937376,0.2513681676181634,0.05945015506751682,0.9525935657032487,0.9829108561269383
ABHD11-AS1,0.13490386062633705,0.7802878540662986,4.201595399995571,0.1857122782615197,0.8526703991647071,
ABHD12,562.4420067222728,-0.006889337611282538,0.1151193018951519,-0.05984519970036992,0.9522789259099274,0.9828372393622803
ABHD12B,0.7334143349730626,-3.1843366172579497,2.5527370656160326,-1.2474205276168926,0.21224334357359553,
ABHD13,633.0549643408384,-0.4653702909603221,0.1773056504168547,-2.6246782878391786,0.008673087231727685,0.11934594139544218
ABHD14A,171.80976850546645,0.11352735003815678,0.1858966512323941,0.6107014262254427,0.541397261667946,0.7892622162505263
ABHD14A-ACY1,13.876554053939403,0.576995367844316,0.6236074670134236,0.9252541035271082,0.35483374651113053,
ABHD14B,71.77092681610507,-0.10492913683483915,0.22501919710892127,-0.466311933306063,0.6409922382450127,0.8478863612595807
ABHD15,90.2738300333074,-0.26774699995629725,0.3131261585000611,-0.8550770757667152,0.39250847962563873,0.6948754279809174
ABHD15-AS1,0.0,,,,,
ABHD16A,666.0555408459355,0.1807553555627633,0.1524883780214024,1.1853713568741187,0.2358706515298309,0.5662104019099082
ABHD16B,0.0,,,,,
ABHD17A,702.5700656476035,0.1387823278063343,0.133007739988501,1.0434154269393083,0.29675593167758174,0.6184446977946689
